ID_1,InterviewDate,InterviewType,BusinessSucess,BusinessProfitability,WouldMigrateAgain,SituationWithoutSupport,ReturningWasGoodDecision,SatisfiedWithReintegrationSupport,Country,CountryOfReturn,Gender,AgeGroup,MigrationDuration,Disabled,ReceivedSupportAs,BusinessType,BusinessMembers,ReceivedIOMBusinessAdvice,BusinessHasEmployees,EmployeeNumber,CoronaImpactOnBusiness,FirstChoice,MicroBusinessLevel,TrainingType,TrainingDuration,DateOfReturn,ReintegrationDate,Gender_Mimosa,AgeAtReferral_Mimosa,ReturnToReintegration
NA,2022-07-20,Par téléphone,Actuellement ouvert et les activités marchent bien,Oui,Non,Ne sait pas,Oui,Très satisfait,Guinée,Lybie,Masculin,18-35 ans,2,Non,En nature,Couture,Moi uniquement,Oui,Oui,4 et plus,Oui Négativement,Oui,NA,NA,NA,NA,NA,NA,NA,NA
NA,2022-07-20,Par téléphone,Actuellement ouvert et les activités marchent bien,Partiellement,Non,Pire,Oui,Très satisfait,Guinée,Mauritanie,Féminin,14-17 ans,11,Non,Mixte,Commerce,Moi uniquement,Non,Non,NA,Non,Oui,NA,NA,NA,NA,NA,NA,NA,NA
NA,2022-07-20,Par téléphone,NA,NA,Non,Pire,Oui,Très satisfait,Guinée,Mauritanie,Féminin,18-35 ans,4,Non,En espèces,NA,NA,NA,NA,NA,NA,Oui,NA,NA,NA,NA,NA,NA,NA,NA
NA,2022-07-21,Par téléphone,Actuellement ouvert et les activités marchent bien,Partiellement,Non,Pire,Oui,Satisfait,Guinée,Lybie,Masculin,18-35 ans,2,Non,En nature,Elevage,Moi uniquement,Oui,Oui,2,Non,Oui,NA,NA,NA,NA,NA,NA,NA,NA
NA,2022-07-21,Par téléphone,Actuellement ouvert et les activités marchent bien,Partiellement,Non,Pire,Oui,Très satisfait,Guinée,Algerie,Masculin,18-35 ans,5,Non,Mixte,Commerce,Moi uniquement,Non,Non,NA,Non,Oui,NA,NA,NA,NA,NA,NA,NA,NA
NA,2022-07-21,Par téléphone,Actuellement ouvert et les activités marchent bien,Oui,Non,Mieux,Oui,Satisfait,Guinée,Algerie,Masculin,14-17 ans,0,Non,Mixte,Commerce,Moi et membres de la communauté,Non,Oui,1,Non,Oui,NA,NA,NA,NA,NA,NA,NA,NA
NA,2022-07-23,Sur le terrain (lieu de travail ou d’habitation du migrant…),Actuellement ouvert et les activités marchent bien,Souhaite ne pas répondre,Non,Pire,Oui,Très satisfait,Guinée,Lybie,Masculin,18-35 ans,1,Non,En espèces,Elevage,Moi uniquement,Non,Non,NA,Non,Oui,NA,NA,NA,NA,NA,NA,NA,NA
NA,2022-07-24,Par téléphone,Actuellement ouvert et les activités marchent bien,Oui,Non,Pire,Oui,OK,Nigeria,Lybie,Masculin,18-35 ans,2,Non,En nature,Aviculture,Moi uniquement,Oui,Non,NA,Non,Oui,NA,NA,NA,NA,NA,NA,NA,NA
NA,2022-07-24,Par téléphone,Actuellement ouvert et les activités marchent bien,Oui,Non,Pire,Oui,Très satisfait,Guinée,Algerie,Masculin,18-35 ans,1,Non,En nature,Transport (Moto - Auto et autres),Moi uniquement,Oui,Non,NA,Non,Non,NA,NA,NA,NA,NA,NA,NA,NA
NA,2022-07-22,Sur le terrain (lieu de travail ou d’habitation du migrant…),Actuellement ouvert et les activités marchent difficilement,Oui,Non,Pire,Oui,Satisfait,Burkina Faso,Lybie,Féminin,18-35 ans,6,Non,En espèces,Restauration,Moi uniquement,Oui,Non,NA,Non,Oui,NA,NA,NA,NA,NA,NA,NA,NA
NA,2022-07-22,Par téléphone,Actuellement ouvert et les activités marchent bien,Oui,Non,Pire,Oui,Très satisfait,Guinée,Algerie,Masculin,18-35 ans,1,Non,En nature,Transport (Moto - Auto et autres),Moi uniquement,Oui,Non,NA,Non,Non,NA,NA,NA,NA,NA,NA,NA,NA
NA,2022-07-25,Par téléphone,Actuellement ouvert et les activités marchent difficilement,Partiellement,Oui régulièrement,Pire,Oui,Satisfait,Sénégal,Maroc,Masculin,18-35 ans,5,Non,En nature,Commerce,Moi et membres de la communauté,Oui,Oui,1,Non,Oui,NA,NA,NA,NA,NA,NA,NA,NA
NA,2022-07-21,Par téléphone,Actuellement ouvert et les activités marchent bien,Partiellement,Non,Identique,Oui,Très satisfait,Guinée,Algerie,Masculin,14-17 ans,0,Non,En nature,Commerce,Moi uniquement,Non,Oui,1,Non,Oui,NA,NA,NA,NA,NA,NA,NA,NA
LY1019009209,2022-07-24,Par téléphone,Actuellement ouvert et les activités marchent bien,Partiellement,Non,Pire,Oui,OK,Nigeria,Lybie,Féminin,18-35 ans,6,Oui,En nature,Restauration,Moi uniquement,Oui,Oui,1,Non,Oui,NA,NA,NA,2021-11-03T00:00:00Z,2022-01-25T00:00:00Z,Female,1,83
LY1019009209,2022-07-24,Par téléphone,Actuellement ouvert et les activités marchent bien,Partiellement,Non,Pire,Oui,OK,Nigeria,Lybie,Féminin,18-35 ans,6,Oui,En nature,Restauration,Moi uniquement,Oui,Oui,1,Non,Oui,Individual,NA,TRUE,2021-11-03T00:00:00Z,2022-01-25T00:00:00Z,Female,27,83
DZ1021004350,2022-07-28,Par téléphone,Actuellement ouvert et les activités marchent difficilement,Oui,Non,Pire,Oui,Très satisfait,Guinée,Algerie,Féminin,18-35 ans,1,Non,En espèces,Commerce,Moi uniquement,Non,Non,NA,Non,Oui,Individual,NA,NA,2021-10-21T00:00:00Z,2021-12-29T00:00:00Z,Female,22,69
DZ1021004350,2022-07-28,Par téléphone,Actuellement ouvert et les activités marchent difficilement,Oui,Non,Pire,Oui,Très satisfait,Guinée,Algerie,Féminin,18-35 ans,1,Non,En espèces,Commerce,Moi uniquement,Non,Non,NA,Non,Oui,Individual,NA,NA,2021-10-21T00:00:00Z,2022-02-28T00:00:00Z,Female,2,130
DZ1021003884,2022-07-29,Par téléphone,Fermée,Non,Oui régulièrement,Identique,Non,Pas satisfait,Guinée,Algerie,Masculin,18-35 ans,5,Non,En espèces,Commerce,Moi uniquement,Non,Non,NA,Non,Oui,NA,NA,NA,2021-08-26T00:00:00Z,2021-11-11T00:00:00Z,Male,2,77
DZ1021003884,2022-07-29,Par téléphone,Fermée,Non,Oui régulièrement,Identique,Non,Pas satisfait,Guinée,Algerie,Masculin,18-35 ans,5,Non,En espèces,Commerce,Moi uniquement,Non,Non,NA,Non,Oui,Individual,NA,NA,2021-08-26T00:00:00Z,2021-11-30T00:00:00Z,Female,22,96
DZ1021003884,2022-07-29,Par téléphone,Fermée,Non,Oui régulièrement,Identique,Non,Pas satisfait,Guinée,Algerie,Masculin,18-35 ans,5,Non,En espèces,Commerce,Moi uniquement,Non,Non,NA,Non,Oui,NA,NA,NA,2021-08-26T00:00:00Z,2021-11-11T00:00:00Z,Male,0,77
DZ1021003884,2022-07-29,Par téléphone,Fermée,Non,Oui régulièrement,Identique,Non,Pas satisfait,Guinée,Algerie,Masculin,18-35 ans,5,Non,En espèces,Commerce,Moi uniquement,Non,Non,NA,Non,Oui,Individual,NA,NA,2021-08-26T00:00:00Z,2022-07-14T00:00:00Z,Female,4,322
NA,2022-08-04,Par téléphone,NA,NA,NA,NA,NA,NA,Guinée,Algerie,Masculin,18-35 ans,NA,Non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2022-08-08,Par téléphone,Actuellement ouvert et les activités marchent bien,Partiellement,Non,Pire,N/A (retour non volontaire),Très satisfait,Burkina Faso,Niger,Masculin,18-35 ans,0,Non,Mixte,Commerce,Moi uniquement,Oui,Non,NA,Non,Non,NA,NA,NA,NA,NA,NA,NA,NA
LY1022002734,2022-08-10,Par téléphone,Actuellement ouvert et les activités marchent difficilement,Partiellement,Non,Pire,Oui,Très satisfait,Nigeria,Lybie,Féminin,18-35 ans,2,Non,En nature,Agriculture,Moi uniquement,Oui,Non,NA,Non,Oui,Individual,NA,TRUE,2022-02-23T00:00:00Z,2022-05-23T00:00:00Z,Male,27,89
LY1022002734,2022-08-10,Par téléphone,Actuellement ouvert et les activités marchent difficilement,Partiellement,Non,Pire,Oui,Très satisfait,Nigeria,Lybie,Féminin,18-35 ans,2,Non,En nature,Agriculture,Moi uniquement,Oui,Non,NA,Non,Oui,Individual,NA,TRUE,2022-02-23T00:00:00Z,2022-05-23T00:00:00Z,Female,28,89
NA,2022-08-10,Par téléphone,Actuellement ouvert et les activités marchent bien,Oui,Non,Pire,Oui,Très satisfait,Guinée,Niger,Masculin,18-35 ans,1,Non,En nature,Commerce,Moi uniquement,Oui,Non,NA,Non,Oui,NA,NA,NA,NA,NA,NA,NA,NA
NA,2022-08-10,Par téléphone,Actuellement ouvert et les activités marchent bien,Oui,Non,Pire,Partiellement,Très satisfait,Guinée,Algerie,Masculin,18-35 ans,NA,Non,Mixte,Transport (Moto - Auto et autres),Moi uniquement,Oui,Non,NA,Non,Oui,NA,NA,NA,NA,NA,NA,NA,NA
LY1022004031,2022-08-12,Sur le terrain (lieu de travail ou d’habitation du migrant…),Actuellement ouvert et les activités marchent difficilement,Non,Non,Pire,Oui,Pas satisfait,Nigeria,Lybie,Masculin,18-35 ans,3,Non,En nature,Commerce,Moi uniquement,Oui,Non,NA,Oui Négativement,Oui,Individual,NA,TRUE,2022-03-15T00:00:00Z,2022-05-31T00:00:00Z,Male,23,77
LY1022004031,2022-08-12,Sur le terrain (lieu de travail ou d’habitation du migrant…),Actuellement ouvert et les activités marchent difficilement,Non,Non,Pire,Oui,Pas satisfait,Nigeria,Lybie,Masculin,18-35 ans,3,Non,En nature,Commerce,Moi uniquement,Oui,Non,NA,Oui Négativement,Oui,NA,NA,TRUE,2022-03-15T00:00:00Z,2022-06-27T00:00:00Z,Male,14,104
LY1022004031,2022-08-12,Sur le terrain (lieu de travail ou d’habitation du migrant…),Actuellement ouvert et les activités marchent difficilement,Non,Non,Pire,Oui,Pas satisfait,Nigeria,Lybie,Masculin,18-35 ans,3,Non,En nature,Commerce,Moi uniquement,Oui,Non,NA,Oui Négativement,Oui,Individual,NA,TRUE,2022-03-15T00:00:00Z,2022-06-27T00:00:00Z,Female,39,104
LY1022004031,2022-08-12,Sur le terrain (lieu de travail ou d’habitation du migrant…),Actuellement ouvert et les activités marchent difficilement,Non,Non,Pire,Oui,Pas satisfait,Nigeria,Lybie,Masculin,18-35 ans,3,Non,En nature,Commerce,Moi uniquement,Oui,Non,NA,Oui Négativement,Oui,Individual,NA,TRUE,2022-03-15T00:00:00Z,2022-06-16T00:00:00Z,Male,36,93
TD1022001219,2022-07-24,Sur le terrain (lieu de travail ou d’habitation du migrant…),Actuellement ouvert et les activités marchent difficilement,Partiellement,Non,Pire,Oui,OK,Nigeria,Lybie,Masculin,18-35 ans,3,Non,En nature,Commerce,Moi uniquement,Oui,Non,NA,Non,Oui,Individual,NA,NA,2022-05-05T00:00:00Z,2022-07-20T00:00:00Z,Male,29,76
TD1022001219,2022-07-24,Sur le terrain (lieu de travail ou d’habitation du migrant…),Actuellement ouvert et les activités marchent difficilement,Partiellement,Non,Pire,Oui,OK,Nigeria,Lybie,Masculin,18-35 ans,3,Non,En nature,Commerce,Moi uniquement,Oui,Non,NA,Non,Oui,Individual,NA,TRUE,2022-05-05T00:00:00Z,2022-07-27T00:00:00Z,Female,22,83
TD1022001219,2022-07-24,Sur le terrain (lieu de travail ou d’habitation du migrant…),Actuellement ouvert et les activités marchent difficilement,Partiellement,Non,Pire,Oui,OK,Nigeria,Lybie,Masculin,18-35 ans,3,Non,En nature,Commerce,Moi uniquement,Oui,Non,NA,Non,Oui,NA,NA,NA,2022-05-05T00:00:00Z,2022-07-27T00:00:00Z,Female,3,83
NA,2022-07-25,Sur le terrain (lieu de travail ou d’habitation du migrant…),Actuellement ouvert et les activités marchent bien,Partiellement,Non,Pire,Oui,OK,Nigeria,Lybie,Masculin,18-35 ans,5,Non,En nature,Commerce,Moi uniquement,Oui,Non,NA,Non,Oui,NA,NA,NA,NA,NA,NA,NA,NA
NA,2022-08-15,Par téléphone,Actuellement ouvert et les activités marchent bien,Oui,Non,Pire,Oui,Très satisfait,Guinée,Niger,Masculin,18-35 ans,3,Non,En nature,Elevage,Moi et membres de la communauté,Non,Oui,3,Non,Oui,NA,NA,NA,NA,NA,NA,NA,NA
NA,2022-08-15,Par téléphone,Actuellement ouvert et les activités marchent bien,Oui,Oui régulièrement,Identique,Non,Satisfait,Guinée,Niger,Masculin,18-35 ans,1,Non,En nature,Transport (Moto - Auto et autres),Moi et membres de la communauté,Oui,Oui,1,Non,Oui,NA,NA,NA,NA,NA,NA,NA,NA
NA,2022-08-10,Par téléphone,Actuellement ouvert et les activités marchent bien,Partiellement,Oui régulièrement,Pire,Oui,Satisfait,Guinée,Algerie,Masculin,18-35 ans,0,Non,Mixte,Transport (Moto - Auto et autres),Moi et membres de la communauté,Oui,Oui,1,Non,Oui,NA,NA,NA,NA,NA,NA,NA,NA
MA1021003343,2022-08-18,Par téléphone,Fermée,Partiellement,Non,Pire,Oui,Pas satisfait,Guinée,Maroc,Féminin,18-35 ans,3,Non,En espèces,Autre,Moi uniquement,Non,Non,NA,Non,Non,NA,NA,NA,2021-06-30T00:00:00Z,2022-01-18T00:00:00Z,Female,0,202
MA1021003343,2022-08-18,Par téléphone,Fermée,Partiellement,Non,Pire,Oui,Pas satisfait,Guinée,Maroc,Féminin,18-35 ans,3,Non,En espèces,Autre,Moi uniquement,Non,Non,NA,Non,Non,Individual,NA,NA,2021-06-30T00:00:00Z,2021-11-16T00:00:00Z,Female,23,139
MA1021004177,2022-08-18,Par téléphone,Actuellement ouvert et les activités marchent difficilement,Partiellement,Non,Pire,Oui,Satisfait,Guinée,Maroc,Féminin,18-35 ans,3,Non,En espèces,Commerce,Moi uniquement,Non,Non,NA,Non,Oui,Individual,NA,NA,2021-10-01T00:00:00Z,2021-12-10T00:00:00Z,Female,34,70
MA1021004177,2022-08-18,Par téléphone,Actuellement ouvert et les activités marchent difficilement,Partiellement,Non,Pire,Oui,Satisfait,Guinée,Maroc,Féminin,18-35 ans,3,Non,En espèces,Commerce,Moi uniquement,Non,Non,NA,Non,Oui,Individual,NA,NA,2021-10-01T00:00:00Z,2021-12-10T00:00:00Z,Male,0,70
NA,2022-08-20,Sur le terrain (lieu de travail ou d’habitation du migrant…),Actuellement ouvert et les activités marchent bien,Partiellement,Non,Pire,Oui,Très satisfait,Nigeria,Algerie,Masculin,18-35 ans,2,Non,En nature,Commerce,Moi uniquement,Oui,Non,NA,Non,Oui,NA,NA,NA,NA,NA,NA,NA,NA
NE1021X051030,2022-08-21,Sur le terrain (lieu de travail ou d’habitation du migrant…),Fermée,Non,Non,Souhaite ne pas répondre,Oui,Très satisfait,Nigeria,Mali,Féminin,36-65 ans,0,Oui,Mixte,Commerce,Moi uniquement,Oui,Non,NA,Non,Oui,NA,NA,NA,2021-10-11T00:00:00Z,2022-02-17T00:00:00Z,Female,0,129
NE1021X051030,2022-08-21,Sur le terrain (lieu de travail ou d’habitation du migrant…),Fermée,Non,Non,Souhaite ne pas répondre,Oui,Très satisfait,Nigeria,Mali,Féminin,36-65 ans,0,Oui,Mixte,Commerce,Moi uniquement,Oui,Non,NA,Non,Oui,NA,NA,NA,2021-10-11T00:00:00Z,2022-02-17T00:00:00Z,Female,9,129
NE1021X051030,2022-08-21,Sur le terrain (lieu de travail ou d’habitation du migrant…),Fermée,Non,Non,Souhaite ne pas répondre,Oui,Très satisfait,Nigeria,Mali,Féminin,36-65 ans,0,Oui,Mixte,Commerce,Moi uniquement,Oui,Non,NA,Non,Oui,NA,NA,NA,2021-10-11T00:00:00Z,2022-02-17T00:00:00Z,Female,2,129
NE1021X051030,2022-08-21,Sur le terrain (lieu de travail ou d’habitation du migrant…),Fermée,Non,Non,Souhaite ne pas répondre,Oui,Très satisfait,Nigeria,Mali,Féminin,36-65 ans,0,Oui,Mixte,Commerce,Moi uniquement,Oui,Non,NA,Non,Oui,Individual,NA,TRUE,2021-10-11T00:00:00Z,2022-09-14T00:00:00Z,Female,39,338
NE1021X051030,2022-08-21,Sur le terrain (lieu de travail ou d’habitation du migrant…),Fermée,Non,Non,Souhaite ne pas répondre,Oui,Très satisfait,Nigeria,Mali,Féminin,36-65 ans,0,Oui,Mixte,Commerce,Moi uniquement,Oui,Non,NA,Non,Oui,NA,NA,NA,2021-10-11T00:00:00Z,2022-02-17T00:00:00Z,Female,10,129
LY1022004033,2022-08-21,Sur le terrain (lieu de travail ou d’habitation du migrant…),Actuellement ouvert et les activités marchent bien,Partiellement,Non,Souhaite ne pas répondre,Oui,Très satisfait,Nigeria,Lybie,Masculin,18-35 ans,03,Non,En nature,Commerce,Moi uniquement,Oui,Oui,1,Non,Oui,Individual,NA,TRUE,2022-03-15T00:00:00Z,2022-12-12T00:00:00Z,Female,22,272
LY1022004033,2022-08-21,Sur le terrain (lieu de travail ou d’habitation du migrant…),Actuellement ouvert et les activités marchent bien,Partiellement,Non,Souhaite ne pas répondre,Oui,Très satisfait,Nigeria,Lybie,Masculin,18-35 ans,03,Non,En nature,Commerce,Moi uniquement,Oui,Oui,1,Non,Oui,Individual,NA,TRUE,2022-03-15T00:00:00Z,2022-06-24T00:00:00Z,Male,29,101
NA,2022-07-26,Sur le terrain (lieu de travail ou d’habitation du migrant…),Actuellement ouvert et les activités marchent bien,Partiellement,Non,Pire,Oui,OK,Nigeria,Lybie,Masculin,18-35 ans,1,Non,En nature,Autre,Moi uniquement,Oui,Non,NA,Non,Oui,NA,NA,NA,NA,NA,NA,NA,NA
NA,2022-08-22,Sur le terrain (lieu de travail ou d’habitation du migrant…),Actuellement ouvert et les activités marchent difficilement,Partiellement,Non,Identique,Oui,Très satisfait,Nigeria,Algerie,Masculin,18-35 ans,1,Non,En nature,Commerce,Moi uniquement,Oui,Oui,2,Non,Oui,NA,NA,NA,NA,NA,NA,NA,NA
NA,2022-08-18,Par téléphone,Actuellement ouvert et les activités marchent bien,Oui,Non,Pire,Oui,Très satisfait,Guinée,Maroc,Masculin,18-35 ans,1,Non,Mixte,Transport (Moto - Auto et autres),Moi uniquement,Oui,Non,NA,Non,Oui,NA,NA,NA,NA,NA,NA,NA,NA
NE1022X002609,2022-08-24,Sur le terrain (lieu de travail ou d’habitation du migrant…),NA,NA,Non,Pire,Oui,Très satisfait,Nigeria,Niger,Féminin,18-35 ans,3,Oui,En espèces,NA,NA,NA,NA,NA,NA,Oui,Individual,NA,TRUE,2022-04-07T00:00:00Z,2022-06-27T00:00:00Z,Female,31,81
NE1022X002609,2022-08-24,Sur le terrain (lieu de travail ou d’habitation du migrant…),NA,NA,Non,Pire,Oui,Très satisfait,Nigeria,Niger,Féminin,18-35 ans,3,Oui,En espèces,NA,NA,NA,NA,NA,NA,Oui,NA,NA,NA,2022-04-07T00:00:00Z,2022-06-27T00:00:00Z,Female,7,81
NE1022X002609,2022-08-24,Sur le terrain (lieu de travail ou d’habitation du migrant…),NA,NA,Non,Pire,Oui,Très satisfait,Nigeria,Niger,Féminin,18-35 ans,3,Oui,En espèces,NA,NA,NA,NA,NA,NA,Oui,NA,NA,NA,2022-04-07T00:00:00Z,2022-06-27T00:00:00Z,Male,4,81
NE1022X002609,2022-08-24,Sur le terrain (lieu de travail ou d’habitation du migrant…),NA,NA,Non,Pire,Oui,Très satisfait,Nigeria,Niger,Féminin,18-35 ans,3,Oui,En espèces,NA,NA,NA,NA,NA,NA,Oui,NA,NA,NA,2022-04-07T00:00:00Z,2022-06-27T00:00:00Z,Male,3,81
NE1022X002609,2022-08-24,Sur le terrain (lieu de travail ou d’habitation du migrant…),NA,NA,Non,Pire,Oui,Très satisfait,Nigeria,Niger,Féminin,18-35 ans,3,Oui,En espèces,NA,NA,NA,NA,NA,NA,Oui,NA,NA,NA,2022-04-07T00:00:00Z,2022-06-27T00:00:00Z,Male,0,81
NA,2022-08-24,Sur le terrain (lieu de travail ou d’habitation du migrant…),Actuellement ouvert et les activités marchent bien,Partiellement,Non,Pire,Oui,Satisfait,Nigeria,Algerie,Masculin,18-35 ans,3,Oui,En nature,Agriculture,Moi uniquement,Oui,Oui,1,Non,Oui,NA,NA,NA,NA,NA,NA,NA,NA
TD1021001444,2022-08-23,Sur le terrain (lieu de travail ou d’habitation du migrant…),Actuellement ouvert et les activités marchent bien,Oui,Non,Pire,Oui,Très satisfait,Nigeria,Niger,Féminin,18-35 ans,1,Oui,En nature,Commerce,Moi uniquement,Oui,Non,NA,Non,Oui,Individual,NA,TRUE,2021-12-09T00:00:00Z,2022-03-09T00:00:00Z,Female,35,90
TD1021001444,2022-08-23,Sur le terrain (lieu de travail ou d’habitation du migrant…),Actuellement ouvert et les activités marchent bien,Oui,Non,Pire,Oui,Très satisfait,Nigeria,Niger,Féminin,18-35 ans,1,Oui,En nature,Commerce,Moi uniquement,Oui,Non,NA,Non,Oui,NA,NA,NA,2021-12-09T00:00:00Z,2022-04-26T00:00:00Z,Male,3,138
NA,2022-08-25,Bureau OIM,Actuellement ouvert et les activités marchent bien,Oui,Non,Pire,Oui,Très satisfait,Guinée,Algerie,Masculin,18-35 ans,1,Non,Mixte,Transport (Moto - Auto et autres),Moi et membres de la communauté,Oui,Oui,1,Non,Oui,NA,NA,NA,NA,NA,NA,NA,NA
NA,2022-08-25,Sur le terrain (lieu de travail ou d’habitation du migrant…),Actuellement ouvert et les activités marchent bien,Oui,Non,Pire,Oui,Satisfait,Nigeria,Egypt,Masculin,18-35 ans,2,Non,En espèces,Commerce,Moi uniquement,Oui,Oui,2,Non,Oui,NA,NA,NA,NA,NA,NA,NA,NA
NA,2022-08-26,Par téléphone,Actuellement ouvert et les activités marchent bien,Oui,Non,Pire,Oui,Très satisfait,Nigeria,Algerie,Masculin,18-35 ans,0,Non,En espèces,Commerce,Moi uniquement,Oui,Oui,1,Non,Oui,NA,NA,NA,NA,NA,NA,NA,NA
NA,2022-08-26,Par téléphone,Actuellement ouvert et les activités marchent bien,Oui,Non,Pire,Oui,Très satisfait,Nigeria,Lybie,Masculin,18-35 ans,0,Non,En espèces,Commerce,Moi uniquement,Oui,Oui,1,Non,Oui,NA,NA,NA,NA,NA,NA,NA,NA
NA,2022-08-28,Sur le terrain (lieu de travail ou d’habitation du migrant…),Actuellement ouvert et les activités marchent difficilement,Oui,Non,Pire,Oui,Satisfait,Gambie,Algerie,Masculin,18-35 ans,0,Non,En nature,Commerce,Moi uniquement,Oui,Non,NA,Non,Oui,NA,NA,NA,NA,NA,NA,NA,NA
NA,2022-08-14,Par téléphone,Actuellement ouvert et les activités marchent bien,Oui,Non,Pire,Oui,Très satisfait,Guinée,Lybie,Masculin,18-35 ans,8,Non,En espèces,Commerce,Moi uniquement,Oui,Non,NA,Non,Oui,NA,NA,NA,NA,NA,NA,NA,NA
NA,2022-08-13,Par téléphone,Actuellement ouvert et les activités marchent bien,Oui,Non,Pire,Oui,Satisfait,Guinée,Mali,Masculin,18-35 ans,8,Non,En espèces,Commerce,Moi uniquement,Oui,Non,NA,Non,Oui,NA,NA,NA,NA,NA,NA,NA,NA
NA,2022-08-13,Par téléphone,Actuellement ouvert et les activités marchent bien,Oui,Non,Pire,Oui,Très satisfait,Guinée,Mali,Masculin,18-35 ans,8,Non,En espèces,Commerce,Moi uniquement,Oui,Non,NA,Non,Oui,NA,NA,NA,NA,NA,NA,NA,NA
NA,2022-09-04,Sur le terrain (lieu de travail ou d’habitation du migrant…),Actuellement ouvert et les activités marchent bien,Oui,Non,Pire,Oui,Satisfait,Nigeria,Tchad,Féminin,18-35 ans,4,Oui,En nature,Commerce,Moi uniquement,Oui,Non,NA,Non,Oui,NA,NA,NA,NA,NA,NA,NA,NA
NA,2022-09-05,Sur le terrain (lieu de travail ou d’habitation du migrant…),Actuellement ouvert et les activités marchent bien,Partiellement,Non,Pire,Oui,Satisfait,Nigeria,Algerie,Masculin,18-35 ans,1,Non,En nature,Agriculture,Moi uniquement,Oui,Non,NA,Non,Oui,NA,NA,NA,NA,NA,NA,NA,NA
NA,2022-08-27,Sur le terrain (lieu de travail ou d’habitation du migrant…),Actuellement ouvert et les activités marchent bien,Partiellement,Non,Pire,Oui,Satisfait,Gambie,Lybie,Masculin,18-35 ans,3,Non,En nature,Commerce,Moi uniquement,Oui,Non,NA,Non,Oui,NA,NA,NA,NA,NA,NA,NA,NA
NA,2022-08-29,Sur le terrain (lieu de travail ou d’habitation du migrant…),Actuellement ouvert et les activités marchent difficilement,Non,Oui régulièrement,Pire,Oui,Satisfait,Gambie,Niger,Masculin,18-35 ans,1,Non,En nature,Elevage,Moi uniquement,Non,Non,NA,Non,Oui,NA,NA,NA,NA,NA,NA,NA,NA
NA,2022-08-29,Sur le terrain (lieu de travail ou d’habitation du migrant…),Actuellement ouvert et les activités marchent bien,Partiellement,Oui régulièrement,Pire,Oui,Satisfait,Gambie,Lybie,Masculin,18-35 ans,0,Non,En nature,Elevage,Moi uniquement,Oui,Non,NA,Non,Oui,NA,NA,NA,NA,NA,NA,NA,NA
NA,2022-09-07,Par téléphone,Actuellement ouvert et les activités marchent bien,Oui,Non,Pire,Oui,Très satisfait,Guinée,Niger,Masculin,18-35 ans,2,Non,En nature,Transport (Moto - Auto et autres),Moi et membres de la communauté,Oui,Oui,1,Non,Oui,NA,NA,NA,NA,NA,NA,NA,NA
NA,2022-09-07,Par téléphone,Actuellement ouvert et les activités marchent bien,Oui,Non,Pire,Oui,Très satisfait,Guinée,Niger,Masculin,18-35 ans,2,Non,En nature,Commerce,Moi uniquement,Non,Non,NA,Non,Oui,NA,NA,NA,NA,NA,NA,NA,NA
LY1022001492,2022-09-20,Par téléphone,Actuellement ouvert et les activités marchent bien,Oui,Non,Pire,Oui,Très satisfait,Sénégal,Lybie,Féminin,18-35 ans,9,Non,En nature,Couture,Moi avec des migrants de retour,Oui,Oui,2,Non,Oui,NA,NA,NA,2022-03-15T00:00:00Z,2022-11-13T00:00:00Z,Male,0,243
LY1022001492,2022-09-20,Par téléphone,Actuellement ouvert et les activités marchent bien,Oui,Non,Pire,Oui,Très satisfait,Sénégal,Lybie,Féminin,18-35 ans,9,Non,En nature,Couture,Moi avec des migrants de retour,Oui,Oui,2,Non,Oui,NA,NA,NA,2022-03-15T00:00:00Z,2022-06-30T00:00:00Z,Female,8,107
LY1022001492,2022-09-20,Par téléphone,Actuellement ouvert et les activités marchent bien,Oui,Non,Pire,Oui,Très satisfait,Sénégal,Lybie,Féminin,18-35 ans,9,Non,En nature,Couture,Moi avec des migrants de retour,Oui,Oui,2,Non,Oui,Individual,NA,TRUE,2022-03-15T00:00:00Z,2022-08-19T00:00:00Z,Female,32,157
LY1022001492,2022-09-20,Par téléphone,Actuellement ouvert et les activités marchent bien,Oui,Non,Pire,Oui,Très satisfait,Sénégal,Lybie,Féminin,18-35 ans,9,Non,En nature,Couture,Moi avec des migrants de retour,Oui,Oui,2,Non,Oui,NA,NA,NA,2022-03-15T00:00:00Z,2022-11-13T00:00:00Z,Male,4,243
MR1022001186,2022-09-22,Par téléphone,Actuellement ouvert et les activités marchent bien,Partiellement,Non,Pire,Oui,Très satisfait,Sénégal,Mauritanie,Féminin,36-65 ans,15,Non,En nature,Commerce,Moi avec des migrants de retour,Non,Non,NA,Non,Oui,NA,NA,NA,2022-03-23T00:00:00Z,2022-07-07T00:00:00Z,Female,9,106
MR1022001186,2022-09-22,Par téléphone,Actuellement ouvert et les activités marchent bien,Partiellement,Non,Pire,Oui,Très satisfait,Sénégal,Mauritanie,Féminin,36-65 ans,15,Non,En nature,Commerce,Moi avec des migrants de retour,Non,Non,NA,Non,Oui,Individual,NA,NA,2022-03-23T00:00:00Z,2022-07-07T00:00:00Z,Female,49,106
