"","Code Mimosa Corrigé","Economic reintegration Score","Social reintegration score","1_economic","2_food","3_borrow","4_borrow_freq","5_debt_ratio","6_employment","7_working","8_assets","9_searching_job","10_housing","11_housing_qual","12_education","13_school","14_justice","15_id","16_documentation","17_water","18_health","19_health_qual","1_economic_n","2_food_n","3_borrow_n","4_borrow_freq_n","5_debt_ratio_n","6_employment_n","7_working_n","8_assets_n","9_searching_job_n","10_housing_n","11_housing_qual_n","12_education_n","13_school_n","14_justice_n","15_id_n","16_documentation_n","17_water_n","18_health_n","19_health_qual_n","20_services_construct_n","1_economic_dim_weight","1_economic_comp_weight","2_food_dim_weight","2_food_comp_weight","3_borrow_dim_weight","3_borrow_comp_weight","4_borrow_freq_dim_weight","4_borrow_freq_comp_weight","5_debt_ratio_dim_weight","5_debt_ratio_comp_weight","6_employment_dim_weight","6_employment_comp_weight","7_working_dim_weight","7_working_comp_weight","8_assets_dim_weight","8_assets_comp_weight","9_searching_job_dim_weight","9_searching_job_comp_weight","10_housing_dim_weight","10_housing_comp_weight","11_housing_qual_dim_weight","11_housing_qual_comp_weight","12_education_dim_weight","12_education_comp_weight","13_school_dim_weight","13_school_comp_weight","14_justice_dim_weight","14_justice_comp_weight","15_id_dim_weight","15_id_comp_weight","16_documentation_dim_weight","16_documentation_comp_weight","17_water_dim_weight","17_water_comp_weight","18_health_dim_weight","18_health_comp_weight","19_health_qual_dim_weight","19_health_qual_comp_weight","20_services_construct_dim_weight","20_services_construct_comp_weight","1_economic_dim_score","1_economic_comp_score","2_food_dim_score","2_food_comp_score","3_borrow_dim_score","3_borrow_comp_score","4_borrow_freq_dim_score","4_borrow_freq_comp_score","5_debt_ratio_dim_score","5_debt_ratio_comp_score","6_employment_dim_score","6_employment_comp_score","7_working_dim_score","7_working_comp_score","8_assets_dim_score","8_assets_comp_score","9_searching_job_dim_score","9_searching_job_comp_score","10_housing_dim_score","10_housing_comp_score","11_housing_qual_dim_score","11_housing_qual_comp_score","12_education_dim_score","12_education_comp_score","13_school_dim_score","13_school_comp_score","14_justice_dim_score","14_justice_comp_score","15_id_dim_score","15_id_comp_score","16_documentation_dim_score","16_documentation_comp_score","17_water_dim_score","17_water_comp_score","18_health_dim_score","18_health_comp_score","19_health_qual_dim_score","19_health_qual_comp_score","20_services_construct_dim_score","20_services_construct_comp_score","EconomicScore","SocialScore","Difference"
"1301","TN1021003315",0.6125,0.7225,"Très satisfait","Rarement( Une fois le mois ou pas tous les mois)","Oui","Des fois ( 2 ou 3 fois le mois)","La dette est plus grande","Faible","Oui","Bétails Actifs reçus de l'OIM","Oui","Bien","Faible","Acceptable","Oui","Très bien","Oui","Bien","Bien","Bien","Bien",1,0.75,1,0.5,0,0.25,1,1,0,0.75,0.25,0.5,1,1,1,0.75,0.75,0.75,0.75,0.75,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.15,0.05,0.09,0.06,0.08,0.02,0.05,0.01,0,0,0.0325,0.0075,0.1,0.03,0.11,0.03,0,0,0.075,0.0225,0.03,0.0075,0.055,0.015,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.15,0.045,0.1125,0.0225,0.06,0.03,0.6125,0.7225,0
"1302","TN1021003122",0.5025,0.5825,"Satisafait","Rarement( Une fois le mois ou pas tous les mois)","Oui","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Acceptable","Non","Aucun actif détenu","Oui","Acceptable","Acceptable","Acceptable","Non - quelques uns mais pas tous","Faible","Oui","Acceptable","Acceptable","Bien","Bien",0.75,0.75,1,0.75,1,0.5,0,0,0,0.5,0.5,0.5,0.5,0.25,1,0.5,0.5,0.75,0.75,0.5,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.1125,0.0375,0.09,0.06,0.08,0.02,0.075,0.015,0.08,0.04,0.065,0.015,0,0,0,0,0,0,0.05,0.015,0.06,0.015,0.055,0.015,0.035,0.01,0.03,0.01,0.05,0.05,0,0,0,0,0.15,0.045,0.1125,0.0225,0.04,0.02,0.5025,0.5825,0
"1303","TN1021003122",0.5025,0.525,"Satisafait","Rarement( Une fois le mois ou pas tous les mois)","Oui","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Acceptable","Non","Aucun actif détenu","Oui","Acceptable","Acceptable","Acceptable","Non - quelques uns mais pas tous","Faible","Oui","Acceptable","Acceptable","Bien","Bien",0.75,0.75,1,0.75,1,0.5,0,0,0,0.5,0.5,0.5,0.5,0.25,1,0.5,0.5,0.75,0.75,0.5,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.1125,0.0375,0.09,0.06,0.08,0.02,0.075,0.015,0.08,0.04,0.065,0.015,0,0,0,0,0,0,0.05,0.015,0.06,0.015,0.055,0.015,0.035,0.01,0.03,0.01,0.05,0.05,0,0,0,0,0.15,0.045,0.1125,0.0225,0.04,0.02,0.5025,0.5825,0.0575
"1304","TN1021003125",0.48,0.649166666666667,"Neutre","Souvent( au moins une fois la semaine)","Oui","Des fois ( 2 ou 3 fois le mois)","Les dépenses sont plus importantes","Acceptable","Oui","Aucun actif détenu","Oui","Faible","Bien","Bien","Oui","Je ne sais pas","Oui","Je ne sais pas","Bien","Bien","Acceptable",0.5,0.25,1,0.5,1,0.5,1,0,0,0.25,0.75,0.75,1,0.5,1,0.5,0.75,0.75,0.5,0.583333333333333,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.075,0.025,0.03,0.02,0.08,0.02,0.05,0.01,0.08,0.04,0.065,0.015,0.1,0.03,0,0,0,0,0.025,0.0075,0.09,0.0225,0.0825,0.0225,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.15,0.045,0.075,0.015,0.0466666666666667,0.0233333333333333,0.48,0.649166666666667,0
"1305","TN1021003138",0.6325,0.525,"Satisafait","Rarement( Une fois le mois ou pas tous les mois)","Oui","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Acceptable","Non","Aucun actif détenu","Non","Acceptable","Acceptable","Acceptable","Non - quelques uns mais pas tous","Acceptable","Oui","Acceptable","Acceptable","Acceptable","Acceptable",0.75,0.75,1,0.75,1,0.5,0,0,1,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.1125,0.0375,0.09,0.06,0.08,0.02,0.075,0.015,0.08,0.04,0.065,0.015,0,0,0,0,0.13,0.03,0.05,0.015,0.06,0.015,0.055,0.015,0.035,0.01,0.06,0.02,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.04,0.02,0.6325,0.525,0
"1306","TN1021003160",0.4325,0.751666666666667,"Neutre","Rarement( Une fois le mois ou pas tous les mois)","Oui","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Faible","Non","Aucun actif détenu","Oui","Acceptable","Bien","Bien","Oui","Bien","Oui","Bien","Bien","Bien","Bien",0.5,0.75,1,0.75,1,0.25,0,0,0,0.5,0.75,0.75,1,0.75,1,0.75,0.75,0.75,0.75,0.708333333333333,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.075,0.025,0.09,0.06,0.08,0.02,0.075,0.015,0.08,0.04,0.0325,0.0075,0,0,0,0,0,0,0.05,0.015,0.09,0.0225,0.0825,0.0225,0.07,0.02,0.09,0.03,0.05,0.05,0,0,0,0,0.15,0.045,0.1125,0.0225,0.0566666666666667,0.0283333333333333,0.4325,0.751666666666667,0
"1307","TN1021003161",0.8775,0.776666666666667,"Très satisfait","Jamais","Oui","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Faible","Oui","Bétails Bâtiments et structures Équipement et outils Actifs reçus de l'OIM","Non","Bien","Bien","Bien","Oui","Bien","Oui","Acceptable","Bien","Bien","Bien",1,1,1,0.75,1,0.25,1,1,1,0.75,0.75,0.75,1,0.75,1,0.5,0.75,0.75,0.75,0.708333333333333,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.15,0.05,0.12,0.08,0.08,0.02,0.075,0.015,0.08,0.04,0.0325,0.0075,0.1,0.03,0.11,0.03,0.13,0.03,0.075,0.0225,0.09,0.0225,0.0825,0.0225,0.07,0.02,0.09,0.03,0.05,0.05,0,0,0,0,0.15,0.045,0.1125,0.0225,0.0566666666666667,0.0283333333333333,0.8775,0.776666666666667,0
"1308","TN1021003176",0.7425,0.525,"Satisafait","Rarement( Une fois le mois ou pas tous les mois)","Oui","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Acceptable","Non","Équipement et outils","Non","Acceptable","Acceptable","Acceptable","Non - quelques uns mais pas tous","Acceptable","Oui","Acceptable","Acceptable","Acceptable","Acceptable",0.75,0.75,1,0.75,1,0.5,0,1,1,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.1125,0.0375,0.09,0.06,0.08,0.02,0.075,0.015,0.08,0.04,0.065,0.015,0,0,0.11,0.03,0.13,0.03,0.05,0.015,0.06,0.015,0.055,0.015,0.035,0.01,0.06,0.02,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.04,0.02,0.7425,0.525,0
"1309","TN1021003213",0.5025,0.525,"Satisafait","Rarement( Une fois le mois ou pas tous les mois)","Oui","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Acceptable","Non","Aucun actif détenu","Oui","Acceptable","Acceptable","Acceptable","Non - quelques uns mais pas tous","Acceptable","Oui","Acceptable","Acceptable","Acceptable","Acceptable",0.75,0.75,1,0.75,1,0.5,0,0,0,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.1125,0.0375,0.09,0.06,0.08,0.02,0.075,0.015,0.08,0.04,0.065,0.015,0,0,0,0,0,0,0.05,0.015,0.06,0.015,0.055,0.015,0.035,0.01,0.06,0.02,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.04,0.02,0.5025,0.525,0
"1310","TN1021003218",0.4725,0.525,"Satisafait","Des fois ( 2 ou 3 fois le mois)","Oui","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Acceptable","Non","Aucun actif détenu","Oui","Acceptable","Acceptable","Acceptable","Non - quelques uns mais pas tous","Acceptable","Oui","Acceptable","Acceptable","Acceptable","Acceptable",0.75,0.5,1,0.75,1,0.5,0,0,0,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.1125,0.0375,0.06,0.04,0.08,0.02,0.075,0.015,0.08,0.04,0.065,0.015,0,0,0,0,0,0,0.05,0.015,0.06,0.015,0.055,0.015,0.035,0.01,0.06,0.02,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.04,0.02,0.4725,0.525,0
"1311","TN1021003227",0.6925,0.525,"Satisafait","Rarement( Une fois le mois ou pas tous les mois)","Oui","Souvent( au moins une fois la semaine)","Les dépenses sont plus importantes","Acceptable","Non","Équipement et outils","Non","Acceptable","Acceptable","Acceptable","Non - quelques uns mais pas tous","Acceptable","Oui","Acceptable","Acceptable","Acceptable","Acceptable",0.75,0.75,1,0.25,1,0.5,0,1,1,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.1125,0.0375,0.09,0.06,0.08,0.02,0.025,0.005,0.08,0.04,0.065,0.015,0,0,0.11,0.03,0.13,0.03,0.05,0.015,0.06,0.015,0.055,0.015,0.035,0.01,0.06,0.02,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.04,0.02,0.6925,0.525,0
"1312","TN1021003228",0.5725,0.525,"Satisafait","Souvent( au moins une fois la semaine)","Oui","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Acceptable","Non","Aucun actif détenu","Non","Acceptable","Acceptable","Acceptable","Non - quelques uns mais pas tous","Acceptable","Oui","Acceptable","Acceptable","Acceptable","Acceptable",0.75,0.25,1,0.75,1,0.5,0,0,1,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.1125,0.0375,0.03,0.02,0.08,0.02,0.075,0.015,0.08,0.04,0.065,0.015,0,0,0,0,0.13,0.03,0.05,0.015,0.06,0.015,0.055,0.015,0.035,0.01,0.06,0.02,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.04,0.02,0.5725,0.525,0
"1313","TN1021003245",0.7875,0.743333333333333,"Satisafait","Rarement( Une fois le mois ou pas tous les mois)","Je ne sait pas","Jamais",NA,"Acceptable","Oui","Actifs reçus de l'OIM","Non","Bien","Bien","Bien","Oui","Acceptable","Oui","Je ne sais pas","Bien","Bien","Bien",0.75,0.75,0.5,1,0.5,0.5,1,1,1,0.75,0.75,0.75,1,0.5,1,0.5,0.75,0.75,0.75,0.666666666666667,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.1125,0.0375,0.09,0.06,0.04,0.01,0.1,0.02,0.04,0.02,0.065,0.015,0.1,0.03,0.11,0.03,0.13,0.03,0.075,0.0225,0.09,0.0225,0.0825,0.0225,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.15,0.045,0.1125,0.0225,0.0533333333333333,0.0266666666666667,0.7875,0.743333333333333,0
"1314","TN1021003251",0.6025,0.49,"Satisafait","Des fois ( 2 ou 3 fois le mois)","Oui","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Acceptable","Non","Aucun actif détenu","Non","Acceptable","Acceptable","Acceptable","Non","Acceptable","Oui","Acceptable","Acceptable","Acceptable","Acceptable",0.75,0.5,1,0.75,1,0.5,0,0,1,0.5,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,0.5,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.1125,0.0375,0.06,0.04,0.08,0.02,0.075,0.015,0.08,0.04,0.065,0.015,0,0,0,0,0.13,0.03,0.05,0.015,0.06,0.015,0.055,0.015,0,0,0.06,0.02,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.04,0.02,0.6025,0.49,0
"1315","TN1021003252",0.6025,0.525,"Satisafait","Des fois ( 2 ou 3 fois le mois)","Oui","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Acceptable","Non","Aucun actif détenu","Non","Acceptable","Acceptable","Acceptable","Non - quelques uns mais pas tous","Acceptable","Oui","Acceptable","Acceptable","Acceptable","Acceptable",0.75,0.5,1,0.75,1,0.5,0,0,1,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.1125,0.0375,0.06,0.04,0.08,0.02,0.075,0.015,0.08,0.04,0.065,0.015,0,0,0,0,0.13,0.03,0.05,0.015,0.06,0.015,0.055,0.015,0.035,0.01,0.06,0.02,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.04,0.02,0.6025,0.525,0
"1316","TN1021003255",0.7425,0.525,"Satisafait","Rarement( Une fois le mois ou pas tous les mois)","Oui","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Acceptable","Non","Équipement et outils","Non","Acceptable","Acceptable","Acceptable","Non - quelques uns mais pas tous","Acceptable","Oui","Acceptable","Acceptable","Acceptable","Acceptable",0.75,0.75,1,0.75,1,0.5,0,1,1,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.1125,0.0375,0.09,0.06,0.08,0.02,0.075,0.015,0.08,0.04,0.065,0.015,0,0,0.11,0.03,0.13,0.03,0.05,0.015,0.06,0.015,0.055,0.015,0.035,0.01,0.06,0.02,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.04,0.02,0.7425,0.525,0
"1317","TN1021003261",0.6975,0.718333333333333,"Satisafait","Rarement( Une fois le mois ou pas tous les mois)","Oui","Jamais",NA,"Acceptable","Oui","Actifs reçus de l'OIM","Oui","Acceptable","Acceptable","Bien","Oui","Bien","Oui","Je ne sais pas","Bien","Bien","Bien",0.75,0.75,1,1,0.5,0.5,1,1,0,0.5,0.5,0.75,1,0.75,1,0.5,0.75,0.75,0.75,0.666666666666667,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.1125,0.0375,0.09,0.06,0.08,0.02,0.1,0.02,0.04,0.02,0.065,0.015,0.1,0.03,0.11,0.03,0,0,0.05,0.015,0.06,0.015,0.0825,0.0225,0.07,0.02,0.09,0.03,0.05,0.05,0,0,0,0,0.15,0.045,0.1125,0.0225,0.0533333333333333,0.0266666666666667,0.6975,0.718333333333333,0
"1318","TN1021003263",0.6075,0.525,"Satisafait","Rarement( Une fois le mois ou pas tous les mois)","Oui","Des fois ( 2 ou 3 fois le mois)","Les dépenses sont plus importantes","Acceptable","Non","Aucun actif détenu","Non","Acceptable","Acceptable","Acceptable","Non - quelques uns mais pas tous","Acceptable","Oui","Acceptable","Acceptable","Acceptable","Acceptable",0.75,0.75,1,0.5,1,0.5,0,0,1,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.1125,0.0375,0.09,0.06,0.08,0.02,0.05,0.01,0.08,0.04,0.065,0.015,0,0,0,0,0.13,0.03,0.05,0.015,0.06,0.015,0.055,0.015,0.035,0.01,0.06,0.02,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.04,0.02,0.6075,0.525,0
"1319","TN1021003283",0.755,0.554166666666667,"Satisafait","Des fois ( 2 ou 3 fois le mois)","Oui","Des fois ( 2 ou 3 fois le mois)","Les dépenses sont plus importantes","Faible","Oui","Actifs reçus de l'OIM","Non","Acceptable","Bien","Bien",NA,"Acceptable","Oui","Bien","Acceptable","Acceptable","Acceptable",0.75,0.5,1,0.5,1,0.25,1,1,1,0.5,0.75,0.75,0.5,0.5,1,0.75,0.5,0.5,0.5,0.583333333333333,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.1125,0.0375,0.06,0.04,0.08,0.02,0.05,0.01,0.08,0.04,0.0325,0.0075,0.1,0.03,0.11,0.03,0.13,0.03,0.05,0.015,0.09,0.0225,0.0825,0.0225,0.035,0.01,0.06,0.02,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.0466666666666667,0.0233333333333333,0.755,0.589166666666667,0.035
"1320","TN1021003301",0.6175,0.658333333333333,"Satisafait","Rarement( Une fois le mois ou pas tous les mois)","Non","Jamais",NA,"Acceptable","Oui","Équipement et outils","Oui","Acceptable","Acceptable","Bien","Oui","Bien","Oui","Faible","Acceptable","Acceptable","Bien",0.75,0.75,0,1,0.5,0.5,1,1,0,0.5,0.5,0.75,1,0.75,1,0.25,0.5,0.5,0.75,0.541666666666667,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.1125,0.0375,0.09,0.06,0,0,0.1,0.02,0.04,0.02,0.065,0.015,0.1,0.03,0.11,0.03,0,0,0.05,0.015,0.06,0.015,0.0825,0.0225,0.07,0.02,0.09,0.03,0.05,0.05,0,0,0,0,0.1,0.03,0.1125,0.0225,0.0433333333333333,0.0216666666666667,0.6175,0.658333333333333,0
"1321","TN1021003302",0.71,0.6275,"Satisafait","Des fois ( 2 ou 3 fois le mois)","Oui","Des fois ( 2 ou 3 fois le mois)","Les dépenses sont plus importantes","Bien","Oui","Aucun actif détenu","Non","Acceptable","Acceptable","Bien","Oui","Bien","Oui","Bien","Acceptable","Acceptable","Acceptable",0.75,0.5,1,0.5,1,0.75,1,0,1,0.5,0.5,0.75,1,0.75,1,0.75,0.5,0.5,0.5,0.625,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.1125,0.0375,0.06,0.04,0.08,0.02,0.05,0.01,0.08,0.04,0.0975,0.0225,0.1,0.03,0,0,0.13,0.03,0.05,0.015,0.06,0.015,0.0825,0.0225,0.07,0.02,0.09,0.03,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.05,0.025,0.71,0.6275,0
"1322","TN1021003307",0.3525,0.679166666666667,"Satisafait","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Non","Jamais",NA,"Très faible","Oui","Aucun actif détenu","Oui","Bien","Acceptable","Bien","Oui","Je ne sais pas","Oui","Bien","Bien","Bien","Je ne sais pas",0.75,0,0,1,0.5,0,1,0,0,0.75,0.5,0.75,1,0.5,1,0.75,0.75,0.75,0.5,0.708333333333333,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.1125,0.0375,0,0,0,0,0.1,0.02,0.04,0.02,0,0,0.1,0.03,0,0,0,0,0.075,0.0225,0.06,0.015,0.0825,0.0225,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.15,0.045,0.075,0.015,0.0566666666666667,0.0283333333333333,0.3525,0.679166666666667,0
"1323","TN1021003362",0.375,0.721666666666667,"Satisafait","Rarement( Une fois le mois ou pas tous les mois)","Non","Jamais",NA,"Faible","Non","Aucun actif détenu","Oui","Acceptable","Acceptable","Bien","Oui","Bien","Oui","Bien","Bien","Bien","Bien",0.75,0.75,0,1,0.5,0.25,0,0,0,0.5,0.5,0.75,1,0.75,1,0.75,0.75,0.75,0.75,0.708333333333333,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.1125,0.0375,0.09,0.06,0,0,0.1,0.02,0.04,0.02,0.0325,0.0075,0,0,0,0,0,0,0.05,0.015,0.06,0.015,0.0825,0.0225,0.07,0.02,0.09,0.03,0.05,0.05,0,0,0,0,0.15,0.045,0.1125,0.0225,0.0566666666666667,0.0283333333333333,0.375,0.721666666666667,0
