"","Code Mimosa Corrigé","Economic reintegration Score","Social reintegration score","1_economic","2_food","3_borrow","4_borrow_freq","5_debt_ratio","6_employment","7_working","8_assets","9_searching_job","10_housing","11_housing_qual","12_education","13_school","14_justice","15_id","16_documentation","17_water","18_health","19_health_qual","1_economic_n","2_food_n","3_borrow_n","4_borrow_freq_n","5_debt_ratio_n","6_employment_n","7_working_n","8_assets_n","9_searching_job_n","10_housing_n","11_housing_qual_n","12_education_n","13_school_n","14_justice_n","15_id_n","16_documentation_n","17_water_n","18_health_n","19_health_qual_n","20_services_construct_n","1_economic_dim_weight","1_economic_comp_weight","2_food_dim_weight","2_food_comp_weight","3_borrow_dim_weight","3_borrow_comp_weight","4_borrow_freq_dim_weight","4_borrow_freq_comp_weight","5_debt_ratio_dim_weight","5_debt_ratio_comp_weight","6_employment_dim_weight","6_employment_comp_weight","7_working_dim_weight","7_working_comp_weight","8_assets_dim_weight","8_assets_comp_weight","9_searching_job_dim_weight","9_searching_job_comp_weight","10_housing_dim_weight","10_housing_comp_weight","11_housing_qual_dim_weight","11_housing_qual_comp_weight","12_education_dim_weight","12_education_comp_weight","13_school_dim_weight","13_school_comp_weight","14_justice_dim_weight","14_justice_comp_weight","15_id_dim_weight","15_id_comp_weight","16_documentation_dim_weight","16_documentation_comp_weight","17_water_dim_weight","17_water_comp_weight","18_health_dim_weight","18_health_comp_weight","19_health_qual_dim_weight","19_health_qual_comp_weight","20_services_construct_dim_weight","20_services_construct_comp_weight","1_economic_dim_score","1_economic_comp_score","2_food_dim_score","2_food_comp_score","3_borrow_dim_score","3_borrow_comp_score","4_borrow_freq_dim_score","4_borrow_freq_comp_score","5_debt_ratio_dim_score","5_debt_ratio_comp_score","6_employment_dim_score","6_employment_comp_score","7_working_dim_score","7_working_comp_score","8_assets_dim_score","8_assets_comp_score","9_searching_job_dim_score","9_searching_job_comp_score","10_housing_dim_score","10_housing_comp_score","11_housing_qual_dim_score","11_housing_qual_comp_score","12_education_dim_score","12_education_comp_score","13_school_dim_score","13_school_comp_score","14_justice_dim_score","14_justice_comp_score","15_id_dim_score","15_id_comp_score","16_documentation_dim_score","16_documentation_comp_score","17_water_dim_score","17_water_comp_score","18_health_dim_score","18_health_comp_score","19_health_qual_dim_score","19_health_qual_comp_score","20_services_construct_dim_score","20_services_construct_comp_score","EconomicScore","SocialScore","Difference"
"270","CH5022X000434",0.56,0.66,"Satisafait","Jamais","Oui","Rarement( Une fois le mois ou pas tous les mois)",NA,"Faible","Oui","Aucun actif détenu","Oui","Bien","Bien","Bien",NA,"Bien","Non","Bien","Bien","Bien","Bien",0.75,1,1,0.75,0.5,0.25,1,0,0,0.75,0.75,0.75,0.5,0.75,0,0.75,0.75,0.75,0.75,0.75,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.1125,0.0375,0.12,0.08,0.08,0.02,0.075,0.015,0.04,0.02,0.0325,0.0075,0.1,0.03,0,0,0,0,0.075,0.0225,0.09,0.0225,0.0825,0.0225,0.035,0.01,0.09,0.03,0,0,0,0,0,0,0.15,0.045,0.1125,0.0225,0.06,0.03,0.56,0.695,0.0349999999999999
"271","CH5022X000435",0.68,0.305,"Neutre","Des fois ( 2 ou 3 fois le mois)","Non","Jamais",NA,"Je ne sais pas","Oui","Actifs reçus de l'OIM","Non","Acceptable","Je ne sais pas","Je ne sais pas",NA,"Je ne sais pas","Non","Faible","Faible","Faible","Très faible",0.5,0.5,0,1,0.5,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,0,0.25,0.25,0.25,0,0.375,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.075,0.025,0.06,0.04,0,0,0.1,0.02,0.04,0.02,0.065,0.015,0.1,0.03,0.11,0.03,0.13,0.03,0.05,0.015,0.06,0.015,0.055,0.015,0.035,0.01,0.06,0.02,0,0,0,0,0,0,0.05,0.015,0,0,0.03,0.015,0.68,0.34,0.0349999999999999
"272","CI1021001184",0.6175,0.3,"Satisafait","Souvent( au moins une fois la semaine)","Non","Jamais","Les dépenses sont plus importantes","Acceptable","Oui","Aucun actif détenu","Non","Bien","Bien","Acceptable",NA,"Très faible","Oui","Très bien","Très faible","Très faible","Très faible",0.75,0.25,0,1,1,0.5,1,0,1,0.75,0.75,0.5,0.5,0,1,1,0,0,0,0.375,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.1125,0.0375,0.03,0.02,0,0,0.1,0.02,0.08,0.04,0.065,0.015,0.1,0.03,0,0,0.13,0.03,0.075,0.0225,0.09,0.0225,0.055,0.015,0.035,0.01,0,0,0.05,0.05,0,0,0,0,0,0,0,0,0.03,0.015,0.6175,0.335,0.0349999999999999
"273","CI1022001008",0.47,0.4275,"Satisafait","Rarement( Une fois le mois ou pas tous les mois)","Oui","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Faible","Non","Aucun actif détenu","Oui","Bien","Bien","Acceptable","Non","Faible","Oui","Acceptable","Bien","Faible","Faible",0.75,0.75,1,0.75,1,0.25,0,0,0,0.75,0.75,0.5,0,0.25,1,0.5,0.75,0.25,0.25,0.5,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.1125,0.0375,0.09,0.06,0.08,0.02,0.075,0.015,0.08,0.04,0.0325,0.0075,0,0,0,0,0,0,0.075,0.0225,0.09,0.0225,0.055,0.015,0,0,0.03,0.01,0.05,0.05,0,0,0,0,0.05,0.015,0.0375,0.0075,0.04,0.02,0.47,0.4275,0
"274","CM1020002660",0.2325,0.740833333333333,"Insatisfait","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Non","Des fois ( 2 ou 3 fois le mois)","Les dépenses sont plus importantes","Acceptable","Non","Aucun actif détenu","Oui","Acceptable","Bien","Faible","Oui","Acceptable","Oui","Acceptable","Acceptable","Très bien","Très bien",0.25,0,0,0.5,1,0.5,0,0,0,0.5,0.75,0.25,1,0.5,1,0.5,0.5,1,1,0.541666666666667,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.0375,0.0125,0,0,0,0,0.05,0.01,0.08,0.04,0.065,0.015,0,0,0,0,0,0,0.05,0.015,0.09,0.0225,0.0275,0.0075,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.0433333333333333,0.0216666666666667,0.2325,0.740833333333333,0
"275","DZ1021002372",0.705,0.458333333333333,"Satisafait","Jamais","Oui","Souvent( au moins une fois la semaine)","Je souhaite ne pas répondre","Bien","Oui","Aucun actif détenu","Non","Faible","Faible","Faible",NA,"Faible","Oui","Bien","Faible","Bien","Bien",0.75,1,1,0.25,0.5,0.75,1,0,1,0.25,0.25,0.25,0.5,0.25,1,0.75,0.25,0.75,0.75,0.416666666666667,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.1125,0.0375,0.12,0.08,0.08,0.02,0.025,0.005,0.04,0.02,0.0975,0.0225,0.1,0.03,0,0,0.13,0.03,0.025,0.0075,0.03,0.0075,0.0275,0.0075,0.035,0.01,0.03,0.01,0.05,0.05,0,0,0,0,0.15,0.045,0.1125,0.0225,0.0333333333333333,0.0166666666666667,0.705,0.493333333333333,0.035
"276","DZ1021003428",0.835,0.743333333333333,"Neutre","Jamais","Oui","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Acceptable","Oui","Bâtiments et structures Équipement et outils","Non","Bien","Bien","Bien","Oui","Je ne sais pas","Oui","Acceptable","Bien","Bien","Bien",0.5,1,1,0.75,1,0.5,1,1,1,0.75,0.75,0.75,1,0.5,1,0.5,0.75,0.75,0.75,0.666666666666667,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.075,0.025,0.12,0.08,0.08,0.02,0.075,0.015,0.08,0.04,0.065,0.015,0.1,0.03,0.11,0.03,0.13,0.03,0.075,0.0225,0.09,0.0225,0.0825,0.0225,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.15,0.045,0.1125,0.0225,0.0533333333333333,0.0266666666666667,0.835,0.743333333333333,0
"277","DZ1021003428",0.5125,0.491666666666667,"Neutre","Jamais","Oui","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Acceptable","Oui","Bâtiments et structures Équipement et outils","Non","Bien","Bien","Bien","Oui","Je ne sais pas","Oui","Acceptable","Bien","Bien","Bien",0.5,1,1,0.75,1,0.5,1,1,1,0.75,0.75,0.75,1,0.5,1,0.5,0.75,0.75,0.75,0.666666666666667,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.075,0.025,0.12,0.08,0.08,0.02,0.075,0.015,0.08,0.04,0.065,0.015,0.1,0.03,0.11,0.03,0.13,0.03,0.075,0.0225,0.09,0.0225,0.0825,0.0225,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.15,0.045,0.1125,0.0225,0.0533333333333333,0.0266666666666667,0.835,0.743333333333333,0.251666666666667
"278","DZ1021003429",0.835,0.783333333333333,"Neutre","Jamais","Oui","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Acceptable","Oui","Terre Bétails Bâtiments et structures Actifs reçus de l'OIM","Non","Bien","Bien","Bien","Oui","Bien","Oui","Bien","Très bien","Bien","Bien",0.5,1,1,0.75,1,0.5,1,1,1,0.75,0.75,0.75,1,0.75,1,0.75,1,0.75,0.75,0.791666666666667,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.075,0.025,0.12,0.08,0.08,0.02,0.075,0.015,0.08,0.04,0.065,0.015,0.1,0.03,0.11,0.03,0.13,0.03,0.075,0.0225,0.09,0.0225,0.0825,0.0225,0.07,0.02,0.09,0.03,0.05,0.05,0,0,0,0,0.15,0.045,0.1125,0.0225,0.0633333333333333,0.0316666666666667,0.835,0.783333333333333,0
"279","DZ1021003429",0.5575,0.555,"Neutre","Jamais","Oui","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Acceptable","Oui","Terre Bétails Bâtiments et structures Actifs reçus de l'OIM","Non","Bien","Bien","Bien","Oui","Bien","Oui","Bien","Très bien","Bien","Bien",0.5,1,1,0.75,1,0.5,1,1,1,0.75,0.75,0.75,1,0.75,1,0.75,1,0.75,0.75,0.791666666666667,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.075,0.025,0.12,0.08,0.08,0.02,0.075,0.015,0.08,0.04,0.065,0.015,0.1,0.03,0.11,0.03,0.13,0.03,0.075,0.0225,0.09,0.0225,0.0825,0.0225,0.07,0.02,0.09,0.03,0.05,0.05,0,0,0,0,0.15,0.045,0.1125,0.0225,0.0633333333333333,0.0316666666666667,0.835,0.783333333333333,0.228333333333333
"280","DZ1021003687",0.6475,0.620833333333333,"Neutre","Jamais","Oui","Des fois ( 2 ou 3 fois le mois)","Les dépenses sont plus importantes","Faible","Oui","Arbres ( fruits","Oui","Bien","Bien","Acceptable","Oui","Bien","Oui","Bien","Bien","Acceptable","Faible",0.5,1,1,0.5,1,0.25,1,1,0,0.75,0.75,0.5,1,0.75,1,0.75,0.75,0.5,0.25,0.666666666666667,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.075,0.025,0.12,0.08,0.08,0.02,0.05,0.01,0.08,0.04,0.0325,0.0075,0.1,0.03,0.11,0.03,0,0,0.075,0.0225,0.09,0.0225,0.055,0.015,0.07,0.02,0.09,0.03,0.05,0.05,0,0,0,0,0.1,0.03,0.0375,0.0075,0.0533333333333333,0.0266666666666667,0.6475,0.620833333333333,0
"281","DZ1021004026",0.7625,0.600833333333333,"Très satisfait","Des fois ( 2 ou 3 fois le mois)","Non","Jamais","Les dépenses sont plus importantes","Faible","Oui","Actifs reçus de l'OIM","Non","Acceptable","Acceptable","Acceptable","Oui","Je ne sais pas","Oui","Bien","Acceptable","Acceptable","Bien",1,0.5,0,1,1,0.25,1,1,1,0.5,0.5,0.5,1,0.5,1,0.75,0.5,0.5,0.75,0.541666666666667,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.15,0.05,0.06,0.04,0,0,0.1,0.02,0.08,0.04,0.0325,0.0075,0.1,0.03,0.11,0.03,0.13,0.03,0.05,0.015,0.06,0.015,0.055,0.015,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.1,0.03,0.1125,0.0225,0.0433333333333333,0.0216666666666667,0.7625,0.600833333333333,0
"282","DZ1021004747",0.755,0.406666666666667,"Satisafait","Rarement( Une fois le mois ou pas tous les mois)","Non","Jamais","Les dépenses sont plus importantes","Faible","Oui","Actifs reçus de l'OIM","Non","Acceptable","Acceptable","Acceptable",NA,"Faible","Non","Je ne sais pas","Acceptable","Acceptable","Acceptable",0.75,0.75,0,1,1,0.25,1,1,1,0.5,0.5,0.5,0.5,0.25,0,0.5,0.5,0.5,0.5,0.458333333333333,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.1125,0.0375,0.09,0.06,0,0,0.1,0.02,0.08,0.04,0.0325,0.0075,0.1,0.03,0.11,0.03,0.13,0.03,0.05,0.015,0.06,0.015,0.055,0.015,0.035,0.01,0.03,0.01,0,0,0,0,0,0,0.1,0.03,0.075,0.015,0.0366666666666667,0.0183333333333333,0.755,0.441666666666667,0.035
"283","DZ1021004750/EUTFGIN25593",0.715,0.499166666666667,"Satisafait","Rarement( Une fois le mois ou pas tous les mois)","Non","Jamais",NA,"Faible","Oui","Actifs reçus de l'OIM","Non","Acceptable","Faible","Faible","Oui","Acceptable","Oui","Acceptable","Acceptable","Acceptable","Acceptable",0.75,0.75,0,1,0.5,0.25,1,1,1,0.5,0.25,0.25,1,0.5,1,0.5,0.5,0.5,0.5,0.458333333333333,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.1125,0.0375,0.09,0.06,0,0,0.1,0.02,0.04,0.02,0.0325,0.0075,0.1,0.03,0.11,0.03,0.13,0.03,0.05,0.015,0.03,0.0075,0.0275,0.0075,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.0366666666666667,0.0183333333333333,0.715,0.499166666666667,0
"284","DZ1021004900",0.7875,0.746666666666667,"Satisafait","Rarement( Une fois le mois ou pas tous les mois)","Je ne sait pas","Jamais",NA,"Acceptable","Oui","Actifs reçus de l'OIM","Non","Bien","Bien","Bien","Oui","Je ne sais pas","Non","Je ne sais pas","Bien","Très bien","Bien",0.75,0.75,0.5,1,0.5,0.5,1,1,1,0.75,0.75,0.75,1,0.5,0,0.5,0.75,1,0.75,0.708333333333333,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.1125,0.0375,0.09,0.06,0.04,0.01,0.1,0.02,0.04,0.02,0.065,0.015,0.1,0.03,0.11,0.03,0.13,0.03,0.075,0.0225,0.09,0.0225,0.0825,0.0225,0.07,0.02,0.06,0.02,0,0,0,0,0,0,0.2,0.06,0.1125,0.0225,0.0566666666666667,0.0283333333333333,0.7875,0.746666666666667,0
"285","DZ1021004954",0.245,0.160833333333333,"Neutre","Souvent( au moins une fois la semaine)","Non","Jamais",NA,"Très faible","Non","Aucun actif détenu","Oui","Très faible","Très faible","Très faible","Non","Acceptable","Oui","Acceptable","Très faible","Très faible","Faible",0.5,0.25,0,1,0.5,0,0,0,0,0,0,0,0,0.5,1,0.5,0,0,0.25,0.166666666666667,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.075,0.025,0.03,0.02,0,0,0.1,0.02,0.04,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.02,0.05,0.05,0,0,0,0,0,0,0.0375,0.0075,0.0133333333333333,0.00666666666666667,0.245,0.160833333333333,0
"286","DZ1021005075",0.3575,0.506666666666667,"Insatisfait","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Oui","Rarement( Une fois le mois ou pas tous les mois)","La dette est plus grande","Acceptable","Oui","Aucun actif détenu","Oui","Acceptable","Acceptable","Acceptable","Oui","Acceptable","Non","Acceptable","Faible","Je ne sais pas","Je ne sais pas",0.25,0,1,0.75,0,0.5,1,0,0,0.5,0.5,0.5,1,0.5,0,0.5,0.25,0.5,0.5,0.458333333333333,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.0375,0.0125,0,0,0.08,0.02,0.075,0.015,0,0,0.065,0.015,0.1,0.03,0,0,0,0,0.05,0.015,0.06,0.015,0.055,0.015,0.07,0.02,0.06,0.02,0,0,0,0,0,0,0.1,0.03,0.075,0.015,0.0366666666666667,0.0183333333333333,0.3575,0.506666666666667,0
"287","DZ1021005284",0.25,0.435833333333333,"Insatisfait","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Non","Jamais","Les dépenses sont plus importantes","Faible","Non","Aucun actif détenu","Oui","Acceptable","Faible","Acceptable","Oui","Acceptable","Oui","Acceptable","Faible","Faible","Faible",0.25,0,0,1,1,0.25,0,0,0,0.5,0.25,0.5,1,0.5,1,0.5,0.25,0.25,0.25,0.416666666666667,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.0375,0.0125,0,0,0,0,0.1,0.02,0.08,0.04,0.0325,0.0075,0,0,0,0,0,0,0.05,0.015,0.03,0.0075,0.055,0.015,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.05,0.015,0.0375,0.0075,0.0333333333333333,0.0166666666666667,0.25,0.435833333333333,0
"288","DZ1021005516",0.36,0.445,"Insatisfait","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Non","Jamais","Les dépenses sont plus importantes","Faible","Non","Terre","Oui","Faible","Faible","Acceptable","Oui","Acceptable","Oui","Acceptable","Faible","Faible","Acceptable",0.25,0,0,1,1,0.25,0,1,0,0.25,0.25,0.5,1,0.5,1,0.5,0.25,0.25,0.5,0.375,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.0375,0.0125,0,0,0,0,0.1,0.02,0.08,0.04,0.0325,0.0075,0,0,0.11,0.03,0,0,0.025,0.0075,0.03,0.0075,0.055,0.015,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.05,0.015,0.075,0.015,0.03,0.015,0.36,0.445,0
"289","DZ1021005628",0.655,0.459166666666667,"Satisafait","Jamais","Non","Jamais","Les dépenses sont plus importantes","Faible","Oui","Actifs reçus de l'OIM","Oui","Faible","Faible","Bien",NA,"Acceptable","Oui","Acceptable","Faible","Acceptable","Acceptable",0.75,1,0,1,1,0.25,1,1,0,0.25,0.25,0.75,0.5,0.5,1,0.5,0.25,0.5,0.5,0.458333333333333,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.1125,0.0375,0.12,0.08,0,0,0.1,0.02,0.08,0.04,0.0325,0.0075,0.1,0.03,0.11,0.03,0,0,0.025,0.0075,0.03,0.0075,0.0825,0.0225,0.035,0.01,0.06,0.02,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.0366666666666667,0.0183333333333333,0.655,0.494166666666667,0.035
"290","DZ1021005671",0.615,0.743333333333333,"Neutre","Des fois ( 2 ou 3 fois le mois)","Non","Jamais",NA,"Très faible","Oui","Terre Bâtiments et structures Actifs reçus de l'OIM Autre (veuillez préciser)","Non","Bien","Bien","Bien","Oui","Je ne sais pas","Oui","Bien","Acceptable","Bien","Bien",0.5,0.5,0,1,0.5,0,1,1,1,0.75,0.75,0.75,1,0.5,1,0.75,0.5,0.75,0.75,0.666666666666667,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.075,0.025,0.06,0.04,0,0,0.1,0.02,0.04,0.02,0,0,0.1,0.03,0.11,0.03,0.13,0.03,0.075,0.0225,0.09,0.0225,0.0825,0.0225,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.15,0.045,0.1125,0.0225,0.0533333333333333,0.0266666666666667,0.615,0.743333333333333,0
"291","DZ1021005671",0.505,0.425,"Neutre","Des fois ( 2 ou 3 fois le mois)","Non","Jamais",NA,"Très faible","Oui","Terre Bâtiments et structures Actifs reçus de l'OIM Autre (veuillez préciser)","Non","Bien","Bien","Bien","Oui","Je ne sais pas","Oui","Bien","Acceptable","Bien","Bien",0.5,0.5,0,1,0.5,0,1,1,1,0.75,0.75,0.75,1,0.5,1,0.75,0.5,0.75,0.75,0.666666666666667,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.075,0.025,0.06,0.04,0,0,0.1,0.02,0.04,0.02,0,0,0.1,0.03,0.11,0.03,0.13,0.03,0.075,0.0225,0.09,0.0225,0.0825,0.0225,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.15,0.045,0.1125,0.0225,0.0533333333333333,0.0266666666666667,0.615,0.743333333333333,0.318333333333333
"292","DZ1021005722",0.4325,0.560833333333333,"Neutre","Souvent( au moins une fois la semaine)","Oui","Souvent( au moins une fois la semaine)","Les dépenses sont plus importantes","Faible","Non","Équipement et outils Actifs reçus de l'OIM","Oui","Faible","Très faible","Très bien",NA,"Acceptable","Oui","Bien","Bien","Bien","Bien",0.5,0.25,1,0.25,1,0.25,0,1,0,0.25,0,1,0.5,0.5,1,0.75,0.75,0.75,0.75,0.666666666666667,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.075,0.025,0.03,0.02,0.08,0.02,0.025,0.005,0.08,0.04,0.0325,0.0075,0,0,0.11,0.03,0,0,0.025,0.0075,0,0,0.11,0.03,0.035,0.01,0.06,0.02,0.05,0.05,0,0,0,0,0.15,0.045,0.1125,0.0225,0.0533333333333333,0.0266666666666667,0.4325,0.595833333333333,0.0349999999999999
