"ID","EconomicScore","SocialScore","PsychoSocialScore","CompositeScore","migration_duration","TrainingDuration","MBSupportDuration","MBAssistanceDuration","sex","age","return_country","origin_country","VOTs","UMINOR","HealthCondition","CounsellingStatus","EconomicSupport","FinancialServices","JobPlacement","Microbusiness","Training","SocialSupport","ChildCare","Education","Housing","LegalServices","MaterialAssistance","MedicalSupport","SocialProtectionSchemes","PsychosocialSupport","Microbusinesslevel","MicrobusinessDeliveredBy","MicrobusinessFormOfAssistance"
"LY1022002162",0.4775,0.5466666666666666,0.7675,0.6033333333333333,"4",4,158,78.95833333333333,"Homme","33","Libye","Niger","No","No","No",NA,"Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance",NA
"LY1022002192",0.6124999999999999,0.8441666666666667,0.7274999999999999,0.6933333333333334,"3",4,158,77.95833333333333,"Homme","31","Libye","Niger","No","No","No",NA,"Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance",NA
"LY1022002222",0.4825,0.78,0.8775,0.7225,"7",4,158,78.95833333333333,"Homme","28","Libye","Niger","No","No","No",NA,"Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance",NA
"LY1022002231",0.705,0.4683333333333334,0.8625,0.6591666666666667,"3",NA,158,78.95833333333333,"Femme","23","Libye","Niger","No","No","No",NA,"Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance",NA
"LY1022002255",0.69,0.8166666666666667,0.9125,0.8133333333333335,"6",4,158,76.95833333333333,"Homme","40","Libye","Niger","No","No","Yes",NA,"Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance",NA
"LY1022002301",0.3175,0.5358333333333333,0.8899999999999999,0.5741666666666666,"3",0,151,78.95833333333333,"Homme","25","Libye","Niger","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"LY1022002363",0.43499999999999994,0.7066666666666668,0.8775,0.6683333333333333,"4",4,158,76.95833333333333,"Homme","39","Libye","Niger","No","No","No",NA,"Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance",NA
"LY1022002493",0.6425,0.7291666666666666,0.865,0.7758333333333335,"3",4,158,76.95833333333333,"Homme","29","Libye","Niger","No","No","No",NA,"Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance",NA
"LY1022002507",0.865,0.7141666666666666,0.945,0.8608333333333336,"8",0,117,112.95833333333333,"Homme","29","Libye","Niger","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"LY1022002508",0.72,0.7033333333333335,0.8474999999999999,0.7791666666666667,"3",NA,158,78.95833333333333,"Homme","39","Libye","Niger","No","No","No",NA,"Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance",NA
"LY1022002511",0.6625,0.7100000000000002,0.7675000000000001,0.7575000000000001,"2",4,158,76.95833333333333,"Homme","30","Libye","Niger","No","No","No",NA,"Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance",NA
"LY1022002520",0.51,0.345,0.71,0.5050000000000001,"4",3,91,193.95833333333334,"Femme","23","Libye","Nigeria","Yes","No","No","Completed","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"LY1022002523",0.8025,0.44416666666666665,0.835,0.7283333333333335,"2",NA,317,-41.041666666666664,"Homme","27","Libye","Gambie","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","No","Yes","Individual","IOM Direct Assistance","KND"
"LY1022002530",0.54,0.48249999999999993,0.9749999999999999,0.685,"0",NA,106,169.95833333333334,"Homme","32","Libye","Gambie","No","No","No",NA,"Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","No","Yes","Individual","IOM Direct Assistance",NA
"LY1022002531",0.6875,0.7525000000000002,0.915,0.8200000000000002,"0",NA,138,137.95833333333334,"Homme","21","Libye","Gambie","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","No","Yes","Individual","IOM Direct Assistance","KND"
"LY1022002537",0.7175,0.46749999999999997,0.7975000000000001,0.6875000000000001,"5",NA,109,169.95833333333334,"Homme","24","Libye","Gambie","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","No","Yes","Individual","IOM Direct Assistance","KND"
"LY1022002539",0.7050000000000001,0.4283333333333333,0.87,0.6791666666666668,"7",NA,87,189.95833333333334,"Homme","25","Libye","Gambie","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","No","Yes","Individual","IOM Direct Assistance","KND"
"Ly1022002550",0.5299999999999999,0.6000000000000001,0.9025000000000001,0.675,"3",NA,NA,NA,"Homme","27","Libye","Niger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LY1022002560",0.51,0.5566666666666666,0.5025000000000001,0.5458333333333333,"3",NA,85,189.95833333333334,"Homme","34","Libye","Gambie","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","No","Yes","Individual","IOM Direct Assistance","KND"
"LY1022002562",0.4525,0.53,0.5575,0.5425000000000002,"3",NA,48,127.95833333333333,"Homme","40","Libye","Gambie","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","No","Yes","Individual","IOM Direct Assistance","KND"
"LY1022002581",0.5325,0.675,0.905,0.7325,"3",NA,74,103.95833333333333,"Homme","31","Libye","Gambie","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","No","Yes","Individual","IOM Direct Assistance","KND"
"LY1022002588",0.49249999999999994,0.5033333333333333,0.865,0.6541666666666667,"3",NA,104,171.95833333333334,"Homme","27","Libye","Gambie","No","No","Yes","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","No","Yes","Individual","IOM Direct Assistance","KND"
"LY1022002630",0.41500000000000004,0.6208333333333333,0.535,0.5416666666666666,"1",NA,46,130.95833333333334,"Homme","24","Libye","Gambie","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","No","Yes","Individual","IOM Direct Assistance","KND"
"LY1022002790",0.7025,0.6600000000000001,0.7100000000000001,0.6950000000000002,"2",3,125,173.95833333333334,"Homme","23","Niger","Nigeria","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"LY1022002948",0.6799999999999999,0.41916666666666674,0.635,0.5333333333333334,"1",NA,71,161.95833333333334,"Femme","24","Libye","Nigeria","Yes","No","No","Completed","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"LY1022003511",0.7925,0.8333333333333334,0.8175,0.8116666666666668,"2",4,261,19.958333333333332,"Femme","26","Libye","Ghana","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Individual","IOM Direct Assistance","KND"
"LY1022003512",0.7799999999999999,0.78,0.75,0.795,"2",3,205,75.95833333333333,"Femme","23","Libye","Ghana","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Individual","IOM Direct Assistance","KND"
"LY1022003524",0.86,0.78,0.8374999999999999,0.8375000000000001,"3",4,209,71.95833333333333,"Homme","40","Libye","Ghana","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Individual","IOM Direct Assistance","KND"
"LY1022003529",0.85,0.78,0.775,0.8075000000000001,"7",4,349,-89.04166666666667,"Homme","45","Libye","Ghana","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Individual","IOM Direct Assistance","KND"
"LY1022003530",0.88,0.6216666666666666,0.8374999999999999,0.8008333333333335,"3",4,197,69.95833333333333,"Homme","38","Libye","Ghana","No","No","Yes","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Individual","IOM Direct Assistance","KND"
"LY1022003535",0.5775,0.9075,0.7949999999999999,0.7600000000000001,"2",4,196,85.95833333333333,"Homme","27","Libye","Ghana","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Individual","IOM Direct Assistance","KND"
"LY1022003537",0.8899999999999999,0.7466666666666668,0.8175,0.8283333333333335,"3",4,244,72.95833333333333,"Homme","34","Libye","Ghana","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Individual","IOM Direct Assistance","KND"
"LY1022003542",0.85,0.8816666666666667,0.8250000000000001,0.8608333333333336,"3",4,202,59.958333333333336,"Homme","37","Libye","Ghana","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Individual","IOM Direct Assistance","KND"
"LY1022003551",0.9049999999999999,0.8725,0.8075000000000001,0.8700000000000002,"1",4,213,69.95833333333333,"Femme","26","Libye","Ghana","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Individual","IOM Direct Assistance","KND"
"LY1022003560",0.8375,0.685,0.8374999999999999,0.7900000000000003,"1",4,245,14.958333333333334,"Homme","29","Libye","Ghana","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Individual","IOM Direct Assistance","KND"
"LY1022003564",0.72,0.5116666666666667,0.7949999999999999,0.6683333333333334,"4",NA,212,67.95833333333333,"Homme","40","Libye","Ghana","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"LY1022003596",0.8999999999999999,0.7491666666666668,0.8799999999999999,0.8458333333333334,"3",4,265,48.958333333333336,"Homme","32","Libye","Ghana","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Individual","IOM Direct Assistance","KND"
"LY1022003598",0.9049999999999999,0.78,0.7949999999999999,0.8350000000000002,"2",4,213,68.95833333333333,"Homme","29","Libye","Ghana","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Individual","IOM Direct Assistance","KND"
"LY1022003610",0.825,0.6591666666666667,0.8200000000000001,0.7733333333333334,"3",4,209,57.958333333333336,"Homme","36","Libye","Ghana","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Individual","IOM Direct Assistance","KND"
"LY1022003611",0.6825,0.6191666666666666,0.825,0.7283333333333335,"2",4,194,50.958333333333336,"Homme","25","Libye","Ghana","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Individual","IOM Direct Assistance","KND"
"LY1022003724",0.82,0.7466666666666668,0.8374999999999999,0.8083333333333336,"3",4,225,71.95833333333333,"Homme","26","Libye","Ghana","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Individual","IOM Direct Assistance","KND"
"LY1022003743",0.78,0.9075,0.8374999999999999,0.8450000000000002,"2",4,213,68.95833333333333,"Homme","35","Libye","Ghana","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Individual","IOM Direct Assistance","KND"
"LY1022003747",0.8475,0.6525,0.8075000000000001,0.7925000000000003,"37",4,213,68.95833333333333,"Homme","36","Libye","Ghana","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Individual","IOM Direct Assistance","KND"
"LY1022003774",0.8875,0.6558333333333334,0.8624999999999999,0.8291666666666667,"5",4,197,63.958333333333336,"Homme","34","Libye","Ghana","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Individual","IOM Direct Assistance","KND"
"LY1022003784",0.85,0.78,0.865,0.8375000000000001,"3",4,225,71.95833333333333,"Homme","34","Libye","Ghana","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Individual","IOM Direct Assistance","KND"
"LY1022003792",0.85,0.6525,0.7949999999999999,0.7725000000000003,"8",4,212,56.958333333333336,"Homme","40","Libye","Ghana","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Individual","IOM Direct Assistance","KND"
"LY1022003801",0.6725,0.78,0.8475,0.775,"4",4,288,26.958333333333332,"Homme","38","Libye","Ghana","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Individual","IOM Direct Assistance","KND"
"LY1022003805",0.6225,0.8458333333333334,0.9175,0.8016666666666666,"3",4,196,45.958333333333336,"Homme","24","Libye","Ghana","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Individual","IOM Direct Assistance","KND"
"LY1022003813",0.8925,0.7633333333333333,0.9324999999999999,0.8266666666666668,"3",4,286,30.958333333333332,"Homme","30","Libye","Ghana","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Individual","IOM Direct Assistance","KND"
"LY1022003871",0.6799999999999999,0.6525000000000001,0.7325,0.7225000000000001,"2",4,218,41.958333333333336,"Homme","29","Libye","Ghana","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Individual","IOM Direct Assistance","KND"
"LY1022003873",0.705,0.5616666666666666,0.7949999999999999,0.7233333333333335,"2",4,213,68.95833333333333,"Homme","38","Libye","Ghana","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Individual","IOM Direct Assistance","KND"
"LY1022003874",0.675,0.5616666666666666,0.7949999999999999,0.7033333333333335,"2",4,212,68.95833333333333,"Homme","30","Libye","Ghana","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Individual","IOM Direct Assistance","KND"
"LY1022003882",0.905,0.935,0.81,0.9075000000000002,"3",4,196,64.95833333333333,"Homme","37","Libye","Ghana","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Individual","IOM Direct Assistance","KND"
"LY1022003896",0.855,0.8458333333333334,0.8200000000000001,0.8616666666666668,"3",4,251,13.958333333333334,"Homme","41","Libye","Ghana","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Individual","IOM Direct Assistance","KND"
"LY1022003975",0.56,0.28,0.63,0.49750000000000005,"2",3,148,104.95833333333333,"Homme","27","Libye","Nigeria","Yes","No","No","Completed","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"LY1022003987",0.75,0.7783333333333334,0.8150000000000001,0.8091666666666668,"1",4,197,47.958333333333336,"Homme","26","Libye","Ghana","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Individual","IOM Direct Assistance","KND"
"LY1022003996",0.5675,0.4691666666666667,0.6975,0.5958333333333333,"2",NA,147,117.95833333333333,"Femme","24","Libye","Nigeria","Yes","No","No","Completed","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"LY1022004004",0.725,0.625,0.8075000000000001,0.7575000000000002,"7",NA,224,83.95833333333333,"Homme","45","Libye","Ghana","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"LY1022004033",0.6074999999999999,0.27666666666666667,0.7675000000000001,0.5633333333333334,"5",3,101,138.95833333333334,"Homme","39","Libye","Nigeria","No","No","Yes","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","Yes","No","No","Individual","IOM Direct Assistance","CAS, KND"
"LY1022004054",0.6225,0.4266666666666667,0.7925,0.6508333333333333,"2",3,64,213.95833333333334,"Homme","24","Libye","Nigeria","No","No","Yes","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","Yes","No","No","Individual","IOM Direct Assistance","KND"
"LY1022004056",0.695,0.5941666666666667,0.9449999999999998,0.7833333333333334,"64",3,225,11.958333333333334,"Homme","38","Libye","Niger","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"LY1022004061",0.88,0.8133333333333334,0.7200000000000001,0.8216666666666668,"3",4,197,68.95833333333333,"Homme","33","Libye","Ghana","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Individual","IOM Direct Assistance","KND"
"LY1022004065",0.9275,0.7466666666666666,0.895,0.8658333333333335,"2",4,224,76.95833333333333,"Homme","40","Libye","Ghana","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Individual","IOM Direct Assistance","KND"
"LY1022004108",0.8674999999999999,0.8775,0.7625000000000001,0.8450000000000001,"1",4,212,47.958333333333336,"Homme","42","Libye","Ghana","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Individual","IOM Direct Assistance","KND"
"LY1022004120",0.87,0.75,0.8775,0.8250000000000003,"24",4,241,18.958333333333332,"Homme","24","Libye","Ghana","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Individual","IOM Direct Assistance","KND"
"LY1022004417",0.7074999999999999,0.46,0.8474999999999999,0.6875000000000001,"1",NA,134,112.95833333333333,"Homme","36","Libye","Nigeria","No","Yes","No","Completed","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"LY1022004486",0.2875,0.56,0.6025,0.51,"30",NA,41,134.95833333333334,"Homme","53","Libye","Gambie","No","No","Yes","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","No","Yes","Collective","IOM Direct Assistance","KND"
"LY1022004493",0.39749999999999996,0.6016666666666666,0.47250000000000003,0.5158333333333334,"2",NA,85,88.95833333333333,"Homme","26","Libye","Gambie","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","No","Yes","Individual","IOM Direct Assistance","KND"
"LY1022005152",0.745,0.6233333333333334,0.8175,0.7141666666666668,"8",4,196,49.958333333333336,"Homme","39","Libye","Ghana","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Individual","IOM Direct Assistance","KND"
"Ly1022005318",0.7875,0.5966666666666666,0.7675000000000001,0.7258333333333334,"18",NA,NA,NA,"Homme","23","Libye","Niger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LY1022005382",0.835,0.4483333333333333,0.8624999999999999,0.7391666666666669,"1",4,229,34.958333333333336,"Homme","35","Libye","Ghana","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Individual","IOM Direct Assistance","KND"
"Ly1022005388",0.6225,0.79,0.8525,0.7425,"7",NA,NA,NA,"Homme","31","Libye","Niger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LY1022005499",0.88,0.7450000000000001,0.7575000000000001,0.8100000000000002,"2",4,197,69.95833333333333,"Homme","35","Libye","Ghana","No","No","Yes","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Individual","IOM Direct Assistance","KND"
"Ly1022005728",0.5325,0.5683333333333332,0.7200000000000001,0.6391666666666668,"3",NA,NA,NA,"Homme","25","Libye","Niger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ly1022005738",0.4225,0.6933333333333335,0.6074999999999999,0.5291666666666667,"2",NA,NA,NA,"Homme","31","Libye","Niger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LY1022005794",0.8724999999999999,0.5675,0.885,0.8050000000000003,"1",NA,177,52.958333333333336,"Homme","26","Libye","Gambie","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"LY1022006169",0.475,0.7466666666666666,0.6025,0.6383333333333333,"3",NA,83,94.95833333333333,"Homme","23","Libye","Gambie","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","No","Yes","Individual","IOM Direct Assistance","KND"
"LY1022006177",0.9299999999999999,0.5283333333333333,0.9200000000000002,0.8116666666666669,"2",NA,96,80.95833333333333,"Homme","26","Libye","Gambie","Yes","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","No","Yes","Individual","IOM Direct Assistance","KND"
"LY1022006184",0.64,0.5633333333333334,0.64,0.6216666666666667,"5",NA,67,109.95833333333333,"Homme","35","Libye","Gambie","No","No","Yes","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","No","Yes","Individual","IOM Direct Assistance","KND"
"LY1022006209",0.8724999999999999,0.5983333333333333,0.9749999999999999,0.8441666666666668,"2",NA,83,93.95833333333333,"Homme","30","Libye","Gambie","No","No","Yes","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","No","Yes","Individual","IOM Direct Assistance","KND"
"LY1022006463",0.6699999999999999,0.6591666666666667,0.8799999999999999,0.7433333333333334,"1",3,65,160.95833333333334,"Homme","30","Libye","Nigeria","No","No","No","Completed","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"LY1022006479",0.765,0.6225,0.835,0.7575000000000002,"1",3,52,192.95833333333334,"Homme","27","Libye","Nigeria","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","Yes","No","No","Individual","IOM Direct Assistance","KND"
"LY1022006595",0.7324999999999999,0.6308333333333334,0.7525,0.7391666666666667,"3",3,142,101.95833333333333,"Homme","23","Libye","Nigeria","No","No","Yes","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"LY1022006967",0.7424999999999999,0.6308333333333334,0.9149999999999999,0.7966666666666669,"1",82,172,26.958333333333332,"Homme","40","Libye","Niger","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"LY1022007923",0.6425,0.7433333333333333,0.615,0.6966666666666668,"4",NA,85,92.95833333333333,"Homme","27","Libye","Gambie","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","No","Yes","Individual","IOM Direct Assistance","KND"
"LY1022007930",0.6024999999999999,0.39416666666666667,0.8475,0.6108333333333333,"1",NA,166,13.958333333333334,"Homme","19","Libye","Gambie","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","No","Yes","Individual","IOM Direct Assistance","KND"
"LY1022007932",0.7025,0.5700000000000001,0.635,0.665,"7",NA,91,87.95833333333333,"Homme","34","Libye","Gambie","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","No","Yes","Individual","IOM Direct Assistance","KND"
"LY1022007980",0.6074999999999999,0.30500000000000005,0.5425,0.5075000000000001,"4",3,113,70.95833333333333,"Femme","25","Libye","Nigeria","Yes","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","Yes","No","No","Individual","IOM Direct Assistance","KND"
"LY1022008073",0.7050000000000001,0.7833333333333333,0.8825000000000001,0.8191666666666668,"1",NA,106,71.95833333333333,"Homme","35","Libye","Gambie","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","No","Yes","Individual","IOM Direct Assistance","KND"
"LY1022008567",0.49,0.5416666666666666,0.2025,0.38083333333333336,"30",NA,41,136.95833333333334,"Homme","50","Libye","Gambie","No","No","Yes","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","No","Yes","Collective","IOM Direct Assistance","KND"
"LY1022008710",0.6950000000000001,0.40750000000000003,0.795,0.6575000000000001,"1",3,197,5.958333333333333,"Homme","33","Niger","Nigeria","No","No","Yes","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","Yes","No","No","Individual","IOM Direct Assistance","KND"
"LY1022008803",0.3625,0.3225,0.48750000000000004,0.42500000000000004,"7",3,NA,NA,"Femme","45","Libye","Nigeria","No","No","Yes",NA,"Yes","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No",NA,NA,NA
"LY1022009344",0.615,0.3816666666666667,0.5125000000000001,0.5483333333333333,"0",3,85,78.95833333333333,"Femme","45","Libye","Nigeria","No","No","No","Completed","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Individual","IOM Direct Assistance","KND"
"LY1022010250",0.1375,0.19833333333333333,0.6024999999999999,0.3316666666666667,"3",3,84,82.95833333333333,"Femme","26","Libye","Nigeria","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"LY1022010484",0.515,0.3516666666666667,0.73,0.5158333333333334,"0",3,101,59.958333333333336,"Femme","22","Libye","Nigeria","Yes","No","Yes","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","Yes","No","No","Individual","IOM Direct Assistance","KND"
"LY1022011502",0.28500000000000003,0.5325,0.49,0.45000000000000007,"1",3,280,-134.04166666666666,"Femme","20","Libye","Nigeria","No","No","No","Completed","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","Yes","No","No","Individual","IOM Direct Assistance","KND"
"Ly1022011968",0.7324999999999999,0.7500000000000002,0.7525,0.7725,"2",NA,NA,NA,"Homme","35","Libye","Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LY1022012547",0.7324999999999999,0.5566666666666666,0.76,0.6958333333333335,"0",3,52,95.95833333333333,"Homme","25","Libye","Nigeria","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"LY1022012594",0.8424999999999999,0.7424999999999999,0.7525,0.8025,"4",3,99,47.958333333333336,"Femme","31","Libye","Nigeria","No","No","Yes","Completed","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"LY1022013584",0.74,0.48333333333333334,0.6975,0.6291666666666668,"2",NA,86,3.9583333333333335,"Homme","26","Libye","Gambie","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","No","Yes","Individual","IOM Direct Assistance","CAS"
"Ly1022016289",0.435,0.43499999999999994,0.8099999999999999,0.5825,"1",NA,NA,NA,"Homme","38","Libye","Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LY1022058D71E574B5",0.67,0.4333333333333333,0.7450000000000001,0.6366666666666668,"7",3,141,141.95833333333334,"Homme","37","Libye","Nigeria","No","No","No","Completed","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"Ly10221E2715372604",0.6525,0.59,0.7825,0.7125,"2",NA,NA,NA,"Homme","27","Libye","Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
