ID_1,Date de l'enquête,Mode d'enquête,Comment se porte votre entreprise ou business actuellement ?,L’entreprise vous permet -elle de gagner assez d’argent pour subvenir à vos besoins et à celle de votre famille ?,Avez-vous déjà planifié de migrer de nouveau ?,Si vous n’aviez pas bénéficié de l’aide de l’OIM pour votre réintégration économique quelle serait votre situation actuelle ?,Pensez-vous que le retour a été une bonne décision ?,Êtes-vous satisfait de l’aide à la réintégration de manière globale ?,Pays,Pays d’où le migrant est de retour :,Sexe,Age (l'enquête est destinée aux personnes agées de 14 ans et plus),Durée de l’absence du pays d’origine   Mettre 0 si moins d'un an,Situation de handicap,Par quel moyen avez-vous reçu cette assistance économique ?,Type de business bis,Qui sont les membres de cette entreprise ?,L'OIM   ou un de ses partenaires vous a-t-elle formé sur la façon de gérer une entreprise ?,L’entreprise emploie-t-elle du personnel ?,"Si oui, combien des personnes sont employées par votre entreprise ?",Est-ce votre entreprise a été affectée par la maladie de Coronavirus ?,Est-ce que le type d'assistance économique que vous avez reçu correspondait à votre premier choix ?,Niveau microbusiness,Type de formation,Duree formation,ArrivalDate_Mimosa,Date de reception de la reintegration,Gender_Mimosa,AgeAtReferral_Mimosa
MA1019001234,2021-09-22,Par téléphone,Actuellement ouvert et les activités marchent bien,Partiellement,Non,Pire,Oui,Très satisfait,Sénégal,Maroc,Masculin,18-35 ans,5,Non,En nature,Transport (Moto - Auto et autres),Moi uniquement,Oui,Oui,2,Oui Positivement,Non,Collective,NA,TRUE,2019-02-20T00:00:00Z,2022-03-28T00:00:00Z,Female,21
MA1019001234,2021-09-22,Par téléphone,Actuellement ouvert et les activités marchent bien,Partiellement,Non,Pire,Oui,Très satisfait,Sénégal,Maroc,Masculin,18-35 ans,5,Non,En nature,Transport (Moto - Auto et autres),Moi uniquement,Oui,Oui,2,Oui Positivement,Non,Collective,NA,NA,2019-02-20T00:00:00Z,2020-12-12T00:00:00Z,Female,1
NA,2021-09-24,Par téléphone,Actuellement ouvert et les activités marchent difficilement,Partiellement,Non,Pire,Oui,Très satisfait,Sénégal,Algerie,Masculin,36-65 ans,2,Non,En nature,Commerce,Moi uniquement,Oui,Non,NA,Oui Négativement,Oui,NA,NA,NA,NA,NA,NA,NA
TD1021001245,2021-09-27,Par téléphone,Actuellement ouvert et les activités marchent difficilement,Non,Non,Pire,Oui,Très satisfait,Sénégal,Tchad,Féminin,18-35 ans,2,Non,En nature,Commerce,Moi uniquement,Non,Non,NA,Oui Négativement,Oui,Collective,NA,NA,2021-06-08T00:00:00Z,2022-03-08T00:00:00Z,Female,26
TD1021001245,2021-09-27,Par téléphone,Actuellement ouvert et les activités marchent difficilement,Non,Non,Pire,Oui,Très satisfait,Sénégal,Tchad,Féminin,18-35 ans,2,Non,En nature,Commerce,Moi uniquement,Non,Non,NA,Oui Négativement,Oui,Collective,NA,NA,2021-06-08T00:00:00Z,2021-08-13T00:00:00Z,Female,5
NA,2021-09-28,Par téléphone,Fermée,Oui,Non,Pire,Oui,Très satisfait,Sénégal,Lybie,Masculin,18-35 ans,1,Non,En nature,Transport (Moto - Auto et autres),Moi uniquement,Oui,Non,NA,Oui Négativement,Non,NA,NA,NA,NA,NA,NA,NA
NA,2021-09-30,Par téléphone,Actuellement ouvert et les activités marchent bien,Partiellement,Non,Pire,Oui,Très satisfait,Sénégal,Maroc,Masculin,18-35 ans,2,Non,En nature,Couture,Moi uniquement,Non,Non,NA,Non,Oui,NA,NA,NA,NA,NA,NA,NA
MA1020003273,2021-09-30,Par téléphone,Fermée,Non,Non,Pire,Oui,Très satisfait,Sénégal,Maroc,Féminin,36-65 ans,6,Non,En nature,Aviculture,Moi uniquement,Non,Non,NA,Non,Oui,Collective,NA,NA,2020-10-15T00:00:00Z,2021-01-05T00:00:00Z,Male,3
MA1020003273,2021-09-30,Par téléphone,Fermée,Non,Non,Pire,Oui,Très satisfait,Sénégal,Maroc,Féminin,36-65 ans,6,Non,En nature,Aviculture,Moi uniquement,Non,Non,NA,Non,Oui,Collective,NA,NA,2020-10-15T00:00:00Z,2021-01-05T00:00:00Z,Female,44
NA,2021-09-30,Par téléphone,Actuellement ouvert et les activités marchent bien,Oui,Non,Pire,Oui,Très satisfait,Sénégal,Algerie,Masculin,36-65 ans,8,Non,En nature,Commerce,Moi uniquement,Non,Non,NA,Oui Négativement,Oui,NA,NA,NA,NA,NA,NA,NA
NA,2021-10-04,Par téléphone,Actuellement ouvert et les activités marchent bien,Oui,Non,Pire,Oui,Très satisfait,Sénégal,Maroc,Masculin,18-35 ans,0,Non,En nature,Commerce,Moi uniquement,Non,Non,NA,Oui Négativement,Oui,NA,NA,NA,NA,NA,NA,NA
NA,2021-10-04,Par téléphone,Actuellement ouvert et les activités marchent difficilement,Oui,Non,Pire,Non,Très satisfait,Sénégal,Maroc,Masculin,18-35 ans,0,Non,En nature,Autre,Moi uniquement,Oui,Non,NA,Oui Négativement,Oui,NA,NA,NA,NA,NA,NA,NA
MA1019002188,2021-10-05,Par téléphone,Fermée,Non,Oui régulièrement,Pire,Oui,Très satisfait,Sénégal,Maroc,Féminin,36-65 ans,8,Non,En nature,Agriculture,Moi uniquement,Non,Non,NA,Oui Négativement,Non,Collective,NA,NA,2019-11-22T00:00:00Z,2021-08-30T00:00:00Z,Male,2
MA1019002188,2021-10-05,Par téléphone,Fermée,Non,Oui régulièrement,Pire,Oui,Très satisfait,Sénégal,Maroc,Féminin,36-65 ans,8,Non,En nature,Agriculture,Moi uniquement,Non,Non,NA,Oui Négativement,Non,Collective,NA,NA,2019-11-22T00:00:00Z,2021-03-10T00:00:00Z,Female,35
MA1020003929,2021-10-06,Sur le terrain (lieu de travail ou d’habitation du migrant…),Autre,Partiellement,Oui régulièrement,Pire,Oui,Très satisfait,Sénégal,Maroc,Féminin,36-65 ans,7,Non,En nature,Elevage,Moi uniquement,Non,Non,NA,Oui Négativement,Oui,Collective,NA,NA,2021-02-18T00:00:00Z,2021-04-28T00:00:00Z,Female,42
MA1020003929,2021-10-06,Sur le terrain (lieu de travail ou d’habitation du migrant…),Autre,Partiellement,Oui régulièrement,Pire,Oui,Très satisfait,Sénégal,Maroc,Féminin,36-65 ans,7,Non,En nature,Elevage,Moi uniquement,Non,Non,NA,Oui Négativement,Oui,Collective,NA,NA,2021-02-18T00:00:00Z,2021-04-28T00:00:00Z,Female,0
NA,2021-10-06,Sur le terrain (lieu de travail ou d’habitation du migrant…),Actuellement ouvert et les activités marchent bien,Oui,Oui régulièrement,Pire,Oui,Très satisfait,Sénégal,Lybie,Masculin,36-65 ans,1,Non,En nature,Aviculture,Moi uniquement,Oui,Oui,1,Oui Négativement,Oui,NA,NA,NA,NA,NA,NA,NA
SN1020001566,2021-10-06,Sur le terrain (lieu de travail ou d’habitation du migrant…),Actuellement ouvert et les activités marchent bien,Oui,Non,Pire,Oui,Très satisfait,Sénégal,Maroc,Féminin,18-35 ans,1,Non,En nature,Commerce,Moi uniquement,Oui,Non,NA,Oui Négativement,Oui,Individual,NA,NA,2018-02-14T00:00:00Z,2020-09-23T00:00:00Z,Female,33
SN1020001566,2021-10-06,Sur le terrain (lieu de travail ou d’habitation du migrant…),Actuellement ouvert et les activités marchent bien,Oui,Non,Pire,Oui,Très satisfait,Sénégal,Maroc,Féminin,18-35 ans,1,Non,En nature,Commerce,Moi uniquement,Oui,Non,NA,Oui Négativement,Oui,NA,NA,NA,2018-02-14T00:00:00Z,2020-09-23T00:00:00Z,Male,0
NA,2021-10-07,Sur le terrain (lieu de travail ou d’habitation du migrant…),Actuellement ouvert et les activités marchent difficilement,Partiellement,Non,Mieux,N/A (retour non volontaire),Très satisfait,Sénégal,Espagne,Masculin,18-35 ans,0,Non,En nature,Couture,Moi uniquement,Oui,Non,NA,Oui Négativement,Oui,NA,NA,NA,NA,NA,NA,NA
EG1020001001,2021-10-08,Par téléphone,Actuellement ouvert et les activités marchent difficilement,Partiellement,Non,Pire,Non,Très satisfait,Sénégal,Egypt,Féminin,18-35 ans,2,Oui,En nature,Commerce,Moi uniquement,Non,Non,NA,Oui Négativement,Oui,Collective,NA,NA,2020-10-14T00:00:00Z,2020-11-02T00:00:00Z,Male,0
EG1020001001,2021-10-08,Par téléphone,Actuellement ouvert et les activités marchent difficilement,Partiellement,Non,Pire,Non,Très satisfait,Sénégal,Egypt,Féminin,18-35 ans,2,Oui,En nature,Commerce,Moi uniquement,Non,Non,NA,Oui Négativement,Oui,Collective,NA,NA,2020-10-14T00:00:00Z,2020-11-02T00:00:00Z,Female,25
NE1020X020753,2021-10-08,Par téléphone,Fermée,Non,Souhaite ne pas répondre,Pire,Non,Satisfait,Sénégal,Algerie,Féminin,36-65 ans,2,Non,En nature,Commerce,Moi uniquement,Non,Non,NA,Oui Négativement,Oui,Collective,NA,NA,2020-10-14T00:00:00Z,2021-03-25T00:00:00Z,Male,10
NE1020X020753,2021-10-08,Par téléphone,Fermée,Non,Souhaite ne pas répondre,Pire,Non,Satisfait,Sénégal,Algerie,Féminin,36-65 ans,2,Non,En nature,Commerce,Moi uniquement,Non,Non,NA,Oui Négativement,Oui,Collective,NA,NA,2020-10-14T00:00:00Z,2021-03-25T00:00:00Z,Male,7
NE1020X020753,2021-10-08,Par téléphone,Fermée,Non,Souhaite ne pas répondre,Pire,Non,Satisfait,Sénégal,Algerie,Féminin,36-65 ans,2,Non,En nature,Commerce,Moi uniquement,Non,Non,NA,Oui Négativement,Oui,Collective,NA,NA,2020-10-14T00:00:00Z,2021-03-25T00:00:00Z,Female,46
NA,2021-10-11,Par téléphone,Fermée,Partiellement,Non,Pire,Oui,Très satisfait,Tchad,Autre,Masculin,18-35 ans,3,Non,En nature,Commerce,Moi uniquement,Non,Non,NA,Non,Non,NA,NA,NA,NA,NA,NA,NA
NE1018004403,2021-10-11,Par téléphone,Actuellement ouvert et les activités marchent bien,Oui,Non,Pire,Oui,Très satisfait,Sénégal,Niger,Masculin,18-35 ans,0,Non,En nature,Transport (Moto - Auto et autres),Moi uniquement,Oui,Non,NA,Non,Oui,Collective,NA,NA,2018-11-02T00:00:00Z,2021-08-30T00:00:00Z,Female,3
NE1018004403,2021-10-11,Par téléphone,Actuellement ouvert et les activités marchent bien,Oui,Non,Pire,Oui,Très satisfait,Sénégal,Niger,Masculin,18-35 ans,0,Non,En nature,Transport (Moto - Auto et autres),Moi uniquement,Oui,Non,NA,Non,Oui,Collective,NA,NA,2018-11-02T00:00:00Z,2021-08-30T00:00:00Z,Female,26
NE1018004403,2021-10-11,Par téléphone,Actuellement ouvert et les activités marchent bien,Oui,Non,Pire,Oui,Très satisfait,Sénégal,Niger,Masculin,18-35 ans,0,Non,En nature,Transport (Moto - Auto et autres),Moi uniquement,Oui,Non,NA,Non,Oui,Individual,NA,NA,2018-11-02T00:00:00Z,2021-08-30T00:00:00Z,Male,32
NE1018004403,2021-10-11,Par téléphone,Actuellement ouvert et les activités marchent bien,Oui,Non,Pire,Oui,Très satisfait,Sénégal,Niger,Masculin,18-35 ans,0,Non,En nature,Transport (Moto - Auto et autres),Moi uniquement,Oui,Non,NA,Non,Oui,Collective,NA,NA,2018-11-02T00:00:00Z,2021-08-30T00:00:00Z,Male,0
NA,2021-10-11,Sur le terrain (lieu de travail ou d’habitation du migrant…),Actuellement ouvert et les activités marchent bien,Oui,Non,Pire,Oui,Très satisfait,Ghana,Lybie,Masculin,18-35 ans,2,Non,En nature,Bâtiment/construction,Moi uniquement,Non,Non,NA,Non,Oui,NA,NA,NA,NA,NA,NA,NA
NA,2021-10-12,Sur le terrain (lieu de travail ou d’habitation du migrant…),Actuellement ouvert et les activités marchent bien,Oui,Non,Pire,Oui,Très satisfait,Ghana,Niger,Masculin,18-35 ans,5,Non,En nature,Couture,Moi uniquement,Non,Non,NA,Non,Oui,NA,NA,NA,NA,NA,NA,NA
NA,2021-10-12,Par téléphone,Actuellement ouvert et les activités marchent difficilement,Partiellement,Non,Identique,Partiellement,Satisfait,Sénégal,Espagne,Masculin,18-35 ans,0,Non,En nature,Couture,Moi et membres de la communauté,Oui,Non,NA,Oui Négativement,Oui,NA,NA,NA,NA,NA,NA,NA
MA1017002391,2021-10-12,Par téléphone,Fermée,Partiellement,Non,Pire,Oui,Très satisfait,Sénégal,Maroc,Féminin,36-65 ans,7,Non,En nature,Commerce,Moi uniquement,Non,Non,NA,Oui Négativement,Oui,Individual,NA,NA,2019-02-22T00:00:00Z,2020-11-03T00:00:00Z,Female,40
MA1017002391,2021-10-12,Par téléphone,Fermée,Partiellement,Non,Pire,Oui,Très satisfait,Sénégal,Maroc,Féminin,36-65 ans,7,Non,En nature,Commerce,Moi uniquement,Non,Non,NA,Oui Négativement,Oui,NA,NA,NA,2019-02-22T00:00:00Z,2020-11-02T00:00:00Z,Female,2
MA1017002391,2021-10-12,Par téléphone,Fermée,Partiellement,Non,Pire,Oui,Très satisfait,Sénégal,Maroc,Féminin,36-65 ans,7,Non,En nature,Commerce,Moi uniquement,Non,Non,NA,Oui Négativement,Oui,NA,NA,NA,2019-02-22T00:00:00Z,2020-11-02T00:00:00Z,Female,4
MA1018001175,2021-10-13,Par téléphone,Fermée,Non,Non,Identique,Oui,Satisfait,Sénégal,Maroc,Féminin,36-65 ans,7,Non,En nature,Artisan-Ouvrier,Moi uniquement,Oui,Non,NA,Oui Négativement,Oui,Individual,NA,NA,2018-01-16T00:00:00Z,2020-08-13T00:00:00Z,Female,39
MA1018001175,2021-10-13,Par téléphone,Fermée,Non,Non,Identique,Oui,Satisfait,Sénégal,Maroc,Féminin,36-65 ans,7,Non,En nature,Artisan-Ouvrier,Moi uniquement,Oui,Non,NA,Oui Négativement,Oui,NA,NA,NA,2018-01-16T00:00:00Z,2020-08-13T00:00:00Z,Female,1
MA1020003524,2021-10-13,Par téléphone,Actuellement ouvert et les activités marchent bien,Oui,Non,Pire,Oui,Très satisfait,Sénégal,Maroc,Féminin,18-35 ans,11,Non,En nature,Aviculture,Moi uniquement,Non,Non,NA,Oui Négativement,Oui,Collective,NA,NA,2021-01-26T00:00:00Z,2022-03-08T00:00:00Z,Male,30
MA1020003524,2021-10-13,Par téléphone,Actuellement ouvert et les activités marchent bien,Oui,Non,Pire,Oui,Très satisfait,Sénégal,Maroc,Féminin,18-35 ans,11,Non,En nature,Aviculture,Moi uniquement,Non,Non,NA,Oui Négativement,Oui,Collective,NA,NA,2021-01-26T00:00:00Z,2021-06-22T00:00:00Z,Male,1
MA1020003524,2021-10-13,Par téléphone,Actuellement ouvert et les activités marchent bien,Oui,Non,Pire,Oui,Très satisfait,Sénégal,Maroc,Féminin,18-35 ans,11,Non,En nature,Aviculture,Moi uniquement,Non,Non,NA,Oui Négativement,Oui,Collective,NA,NA,2021-01-26T00:00:00Z,2021-06-22T00:00:00Z,Male,0
MA1020003524,2021-10-13,Par téléphone,Actuellement ouvert et les activités marchent bien,Oui,Non,Pire,Oui,Très satisfait,Sénégal,Maroc,Féminin,18-35 ans,11,Non,En nature,Aviculture,Moi uniquement,Non,Non,NA,Oui Négativement,Oui,Collective,NA,NA,2021-01-26T00:00:00Z,2021-06-22T00:00:00Z,Female,3
NA,2021-10-13,Par téléphone,Actuellement ouvert et les activités marchent bien,Oui,Non,Pire,Oui,Très satisfait,Sénégal,Lybie,Masculin,18-35 ans,2,Non,En nature,Elevage,Moi uniquement,Oui,Oui,1,Non,Oui,NA,NA,NA,NA,NA,NA,NA
NA,2021-10-14,Par téléphone,Actuellement ouvert et les activités marchent bien,Oui,Non,Pire,Oui,Très satisfait,Sénégal,Lybie,Masculin,18-35 ans,6,Non,En nature,Commerce,Moi uniquement,Non,Non,NA,Non,Oui,NA,NA,NA,NA,NA,NA,NA
MA1021001859,2021-10-14,Par téléphone,Actuellement ouvert et les activités marchent difficilement,Oui,Non,Pire,Oui,Très satisfait,Sénégal,Maroc,Féminin,18-35 ans,7,Non,En nature,Commerce,Moi uniquement,Non,Non,NA,Non,Oui,Collective,NA,NA,2021-04-29T00:00:00Z,2021-06-18T00:00:00Z,Male,3
MA1021001859,2021-10-14,Par téléphone,Actuellement ouvert et les activités marchent difficilement,Oui,Non,Pire,Oui,Très satisfait,Sénégal,Maroc,Féminin,18-35 ans,7,Non,En nature,Commerce,Moi uniquement,Non,Non,NA,Non,Oui,Collective,NA,NA,2021-04-29T00:00:00Z,2022-04-20T00:00:00Z,Female,25
TD1021001049,2021-10-14,Par téléphone,Actuellement ouvert et les activités marchent difficilement,Oui,Non,Pire,Oui,Très satisfait,Sénégal,Tchad,Féminin,18-35 ans,8,Non,En nature,Commerce,Moi uniquement,Non,Non,NA,Non,Oui,Collective,NA,NA,2021-03-23T00:00:00Z,2022-04-30T00:00:00Z,Female,4
TD1021001049,2021-10-14,Par téléphone,Actuellement ouvert et les activités marchent difficilement,Oui,Non,Pire,Oui,Très satisfait,Sénégal,Tchad,Féminin,18-35 ans,8,Non,En nature,Commerce,Moi uniquement,Non,Non,NA,Non,Oui,Collective,NA,NA,2021-03-23T00:00:00Z,2022-04-30T00:00:00Z,Female,25
NA,2021-10-15,Par téléphone,Actuellement ouvert et les activités marchent difficilement,Oui,Non,Mieux,N/A (retour non volontaire),Satisfait,Sénégal,Espagne,Masculin,18-35 ans,0,Non,En nature,Agriculture,Moi uniquement,Non,Oui,4 et plus,Oui Négativement,Oui,NA,NA,NA,NA,NA,NA,NA
TN1020001880,2021-10-18,Par téléphone,Actuellement ouvert et les activités marchent bien,Oui,Non,Pire,Oui,Très satisfait,Sénégal,Tunisie,Féminin,18-35 ans,3,Non,En nature,Artisan-Ouvrier,Moi uniquement,Non,Oui,1,Non,Oui,Collective,NA,NA,2020-12-02T00:00:00Z,2021-04-14T00:00:00Z,Female,25
TN1020001880,2021-10-18,Par téléphone,Actuellement ouvert et les activités marchent bien,Oui,Non,Pire,Oui,Très satisfait,Sénégal,Tunisie,Féminin,18-35 ans,3,Non,En nature,Artisan-Ouvrier,Moi uniquement,Non,Oui,1,Non,Oui,Collective,NA,NA,2020-12-02T00:00:00Z,2021-04-14T00:00:00Z,Male,0
TN1018001384,2021-10-18,Par téléphone,Actuellement ouvert et les activités marchent bien,Oui,Non,Ne sait pas,Oui,Très satisfait,Sénégal,Tunisie,Masculin,36-65 ans,6,Non,En nature,Commerce,Moi uniquement,Non,Non,NA,Oui Négativement,Oui,Collective,NA,NA,2018-06-21T00:00:00Z,2021-03-23T00:00:00Z,Female,8
TN1018001384,2021-10-18,Par téléphone,Actuellement ouvert et les activités marchent bien,Oui,Non,Ne sait pas,Oui,Très satisfait,Sénégal,Tunisie,Masculin,36-65 ans,6,Non,En nature,Commerce,Moi uniquement,Non,Non,NA,Oui Négativement,Oui,Collective,NA,NA,2018-06-21T00:00:00Z,2021-03-23T00:00:00Z,Female,41
TN1018001384,2021-10-18,Par téléphone,Actuellement ouvert et les activités marchent bien,Oui,Non,Ne sait pas,Oui,Très satisfait,Sénégal,Tunisie,Masculin,36-65 ans,6,Non,En nature,Commerce,Moi uniquement,Non,Non,NA,Oui Négativement,Oui,Collective,NA,NA,2018-06-21T00:00:00Z,2021-03-23T00:00:00Z,Female,2
LY1020005982,2021-10-21,Sur le terrain (lieu de travail ou d’habitation du migrant…),Actuellement ouvert et les activités marchent bien,Oui,Non,Pire,Oui,Très satisfait,Ghana,Lybie,Féminin,18-35 ans,4,Oui,En nature,Transport (Moto - Auto et autres),Moi uniquement,Non,Oui,1,Non,Oui,NA,NA,NA,2020-11-24T00:00:00Z,2021-07-20T00:00:00Z,Male,6
LY1020005982,2021-10-21,Sur le terrain (lieu de travail ou d’habitation du migrant…),Actuellement ouvert et les activités marchent bien,Oui,Non,Pire,Oui,Très satisfait,Ghana,Lybie,Féminin,18-35 ans,4,Oui,En nature,Transport (Moto - Auto et autres),Moi uniquement,Non,Oui,1,Non,Oui,NA,NA,NA,2020-11-24T00:00:00Z,NA,Male,0
LY1020005982,2021-10-21,Sur le terrain (lieu de travail ou d’habitation du migrant…),Actuellement ouvert et les activités marchent bien,Oui,Non,Pire,Oui,Très satisfait,Ghana,Lybie,Féminin,18-35 ans,4,Oui,En nature,Transport (Moto - Auto et autres),Moi uniquement,Non,Oui,1,Non,Oui,Individual,NA,NA,2020-11-24T00:00:00Z,2021-06-15T00:00:00Z,Female,26
LY1020005982,2021-10-21,Sur le terrain (lieu de travail ou d’habitation du migrant…),Actuellement ouvert et les activités marchent bien,Oui,Non,Pire,Oui,Très satisfait,Ghana,Lybie,Féminin,18-35 ans,4,Oui,En nature,Transport (Moto - Auto et autres),Moi uniquement,Non,Oui,1,Non,Oui,NA,NA,NA,2020-11-24T00:00:00Z,NA,Male,2
NA,2021-10-21,Sur le terrain (lieu de travail ou d’habitation du migrant…),Actuellement ouvert et les activités marchent bien,Oui,Non,Pire,Oui,Très satisfait,Ghana,Lybie,Masculin,36-65 ans,2,Non,En nature,Autre,Moi uniquement,Non,Oui,4 et plus,Non,Oui,NA,NA,NA,NA,NA,NA,NA
LY1020005937,2021-10-21,Sur le terrain (lieu de travail ou d’habitation du migrant…),Actuellement ouvert et les activités marchent bien,Partiellement,Non,Pire,Oui,Très satisfait,Ghana,Lybie,Masculin,36-65 ans,6,Non,En nature,Commerce,Moi uniquement,Non,Non,NA,Non,Oui,Individual,NA,NA,2020-11-24T00:00:00Z,2021-07-22T00:00:00Z,Female,3
LY1020005937,2021-10-21,Sur le terrain (lieu de travail ou d’habitation du migrant…),Actuellement ouvert et les activités marchent bien,Partiellement,Non,Pire,Oui,Très satisfait,Ghana,Lybie,Masculin,36-65 ans,6,Non,En nature,Commerce,Moi uniquement,Non,Non,NA,Non,Oui,Individual,NA,NA,2020-11-24T00:00:00Z,2021-07-22T00:00:00Z,Male,53
LY1020005937,2021-10-21,Sur le terrain (lieu de travail ou d’habitation du migrant…),Actuellement ouvert et les activités marchent bien,Partiellement,Non,Pire,Oui,Très satisfait,Ghana,Lybie,Masculin,36-65 ans,6,Non,En nature,Commerce,Moi uniquement,Non,Non,NA,Non,Oui,Individual,NA,NA,2020-11-24T00:00:00Z,2021-07-22T00:00:00Z,Female,34
LY1020005937,2021-10-21,Sur le terrain (lieu de travail ou d’habitation du migrant…),Actuellement ouvert et les activités marchent bien,Partiellement,Non,Pire,Oui,Très satisfait,Ghana,Lybie,Masculin,36-65 ans,6,Non,En nature,Commerce,Moi uniquement,Non,Non,NA,Non,Oui,Individual,NA,NA,2020-11-24T00:00:00Z,2021-07-22T00:00:00Z,Male,1
NA,2021-10-26,Par téléphone,Actuellement ouvert et les activités marchent bien,Oui,Non,Pire,Oui,Très satisfait,Sénégal,Lybie,Masculin,18-35 ans,6,Non,En nature,Commerce,Moi uniquement,Non,Non,NA,Oui Négativement,Oui,NA,NA,NA,NA,NA,NA,NA
NA,2021-10-28,Sur le terrain (lieu de travail ou d’habitation du migrant…),Actuellement ouvert et les activités marchent difficilement,Partiellement,Non,Pire,Oui,Très satisfait,Ghana,Lybie,Masculin,36-65 ans,5,Non,En nature,Bâtiment/construction,Moi uniquement,Non,Non,NA,Non,Non,NA,NA,NA,NA,NA,NA,NA
MA1021001348,2021-10-28,Par téléphone,Mon entreprise n’est pas encore ouverte,Non,Non,Ne sait pas,Non,Satisfait,Côte D'Ivoire,Maroc,Féminin,18-35 ans,5,Non,En espèces,Pas de business,Moi uniquement,Oui,Non,NA,Non,Oui,NA,NA,NA,2021-03-31T00:00:00Z,2022-05-06T00:00:00Z,Male,7
MA1021001348,2021-10-28,Par téléphone,Mon entreprise n’est pas encore ouverte,Non,Non,Ne sait pas,Non,Satisfait,Côte D'Ivoire,Maroc,Féminin,18-35 ans,5,Non,En espèces,Pas de business,Moi uniquement,Oui,Non,NA,Non,Oui,Individual,NA,NA,2021-03-31T00:00:00Z,2022-05-06T00:00:00Z,Female,26
MA1021001608,2021-10-28,Par téléphone,Mon entreprise n’est pas encore ouverte,Partiellement,Non,Pire,Oui,Très satisfait,Côte D'Ivoire,Maroc,Masculin,36-65 ans,14,Non,En espèces,Coiffure,Moi avec des migrants de retour,Oui,Non,NA,Non,Oui,NA,NA,NA,2021-05-27T00:00:00Z,2021-07-21T00:00:00Z,Male,1
MA1021001608,2021-10-28,Par téléphone,Mon entreprise n’est pas encore ouverte,Partiellement,Non,Pire,Oui,Très satisfait,Côte D'Ivoire,Maroc,Masculin,36-65 ans,14,Non,En espèces,Coiffure,Moi avec des migrants de retour,Oui,Non,NA,Non,Oui,Collective,NA,TRUE,2021-05-27T00:00:00Z,2022-05-18T00:00:00Z,Male,36
MA1021001608,2021-10-28,Par téléphone,Mon entreprise n’est pas encore ouverte,Partiellement,Non,Pire,Oui,Très satisfait,Côte D'Ivoire,Maroc,Masculin,36-65 ans,14,Non,En espèces,Coiffure,Moi avec des migrants de retour,Oui,Non,NA,Non,Oui,Collective,NA,TRUE,2021-05-27T00:00:00Z,2022-05-18T00:00:00Z,Female,29
MA1021001274,2021-10-28,Par téléphone,Actuellement ouvert et les activités marchent bien,Partiellement,Non,Pire,Oui,Très satisfait,Côte D'Ivoire,Maroc,Féminin,18-35 ans,5,Non,En espèces,Coiffure,Moi et membres de la communauté,Oui,Oui,1,Non,Oui,Individual,NA,NA,2021-03-31T00:00:00Z,2021-07-03T00:00:00Z,Female,27
MA1021001274,2021-10-28,Par téléphone,Actuellement ouvert et les activités marchent bien,Partiellement,Non,Pire,Oui,Très satisfait,Côte D'Ivoire,Maroc,Féminin,18-35 ans,5,Non,En espèces,Coiffure,Moi et membres de la communauté,Oui,Oui,1,Non,Oui,NA,NA,NA,2021-03-31T00:00:00Z,2021-07-03T00:00:00Z,Male,2
NA,2021-11-01,Sur le terrain (lieu de travail ou d’habitation du migrant…),Actuellement ouvert et les activités marchent bien,Oui,Non,Pire,Oui,Très satisfait,Ghana,Lybie,Masculin,36-65 ans,3,Non,En nature,Bâtiment/construction,Moi uniquement,Non,Oui,1,Non,Oui,NA,NA,NA,NA,NA,NA,NA
CH5017X029301,2021-11-23,Par téléphone,Actuellement ouvert et les activités marchent difficilement,Partiellement,Non,Pire,Oui,Satisfait,Côte D'Ivoire,Lybie,Féminin,36-65 ans,0,Non,En nature,Commerce,Moi uniquement,Oui,Non,NA,Oui Positivement,Oui,Individual,NA,NA,2017-11-20T00:00:00Z,2018-10-30T00:00:00Z,Female,2
CH5017X029301,2021-11-23,Par téléphone,Actuellement ouvert et les activités marchent difficilement,Partiellement,Non,Pire,Oui,Satisfait,Côte D'Ivoire,Lybie,Féminin,36-65 ans,0,Non,En nature,Commerce,Moi uniquement,Oui,Non,NA,Oui Positivement,Oui,Individual,NA,TRUE,2017-11-20T00:00:00Z,2018-10-30T00:00:00Z,Female,19
ML1019X004589,2021-11-24,Par téléphone,Actuellement ouvert et les activités marchent difficilement,Oui,Non,Pire,Oui,Très satisfait,Côte D'Ivoire,Lybie,Féminin,18-35 ans,3,Non,En nature,Commerce,Moi uniquement,Non,Non,NA,Oui Négativement,Oui,Individual,NA,NA,2019-04-13T00:00:00Z,2020-03-16T00:00:00Z,Female,28
ML1019X004589,2021-11-24,Par téléphone,Actuellement ouvert et les activités marchent difficilement,Oui,Non,Pire,Oui,Très satisfait,Côte D'Ivoire,Lybie,Féminin,18-35 ans,3,Non,En nature,Commerce,Moi uniquement,Non,Non,NA,Oui Négativement,Oui,Individual,NA,NA,2019-04-13T00:00:00Z,2021-02-12T00:00:00Z,Female,2
CH5017X029302,2021-11-24,Par téléphone,Actuellement ouvert et les activités marchent difficilement,Partiellement,Non,Pire,Oui,Très satisfait,Côte D'Ivoire,Lybie,Féminin,36-65 ans,0,Non,En nature,Commerce,Moi uniquement,Oui,Non,NA,Oui Positivement,Oui,Individual,NA,NA,2017-11-20T00:00:00Z,2021-02-10T00:00:00Z,Female,1
