"MimosaID","Project","InterviewDate","ReintegrationDate","InterviewType","BusinessSucess","BusinessProfitability","WouldMigrateAgain","SituationWithoutSupport","ReturningWasGoodDecision","SatisfiedWithReintegrationSupport","Country","CountryOfReturn","Gender","AgeGroup","MigrationDuration","Disabled","TrainingType","TrainingStart","TrainingEnd","TimeToReceiveSupport","ReceivedSupportAs","BusinessType","BusinessMembers","MicroBusinessLevel","ReceivedIOMBusinessAdvice","BusinessHasEmployees","EmployeeNumber","CoronaImpactOnBusiness","FirstChoice","SupportDuration","TrainingDuration"
"GM10212C46DE86FC26","SMP","2022/07/18 00:00:00","2022/04/02 00:00:00","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Burkina Faso","Autre","Masculin","14-35",1,"Non","Business/management","2022/07/20 00:00:00","2022/07/22 00:00:00",4,"En espèces","Autre","Moi et d'autres","Individual","Oui","Autre","1+","Non","Non",107,2
"DZ1021004463","SMP","2022/06/24 00:00:00",NA,"Terrain/bureau OIM","Low","High","No","Pire","Oui","Satisfait","Autre","Algerie","Masculin","14-35",5,"Non","None","2022/01/14 00:00:00","2022/01/20 00:00:00",12,"En nature","Commerce","Moi uniquement","Unknown","Oui","Non","0","Non","Oui",120,0
"CH5021X013377","SMP","2022/07/06 00:00:00","2022/05/27 00:00:00","Terrain/bureau OIM","High","High","No","Pire","Oui","Satisfait","Guinée","Niger","Masculin","14-35",1,"Non","Other/Unknown","2022/05/23 00:00:00","2022/05/25 00:00:00",4,"Mixte","Transport","Moi uniquement","Individual","Oui","Non","0","Non","Oui",40,2
"CH1022X003946","SMP","2022/07/18 00:00:00","2022/06/10 00:00:00","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","14-35",1,"Non","Business/management","2022/05/23 00:00:00","2022/05/25 00:00:00",8,"Mixte","Transport","Moi et d'autres","Individual","Oui","Autre","1","Non","Oui",38,2
"LY1021ED7F1CF468A1","JI","2022/07/19 00:00:00","2022/08/17 00:00:00","Terrain/bureau OIM","High","Low","No","Pire","Oui","Très satisfait","Burkina Faso","Lybie","Masculin","36+",2,"Non","Business/management","2022/03/28 00:00:00","2022/04/02 00:00:00",16,"Mixte","Elevage","Moi uniquement","Individual","Oui","Non","0","Non","Non",120,5
"NE1021X053546X1","SMP","2022/07/19 00:00:00","2022/08/24 00:00:00","Terrain/bureau OIM","High","Low","No","Pire","N/A (retour non volontaire)","Satisfait","Burkina Faso","Algerie","Masculin","14-35",2,"Non","Business/management","2022/03/28 00:00:00","2022/04/02 00:00:00",12,"En nature","Elevage","Moi uniquement","Individual","Oui","Non","0","Non","Oui",120,5
"5600","SMP","2022/07/19 00:00:00",NA,"Par téléphone","Low","High","No","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","14-35",2,"Non","None",NA,NA,24,"En espèces","Commerce","Moi uniquement","Unknown","Non","Non","0","Non","Oui",120,0
"CH5021X013251","SMP","2022/07/04 00:00:00","2022/06/10 00:00:00","Terrain/bureau OIM","High","High","No","Pire","Oui","Satisfait","Guinée","Niger","Masculin","14-35",0,"Non","Business/management","2022/05/23 00:00:00","2022/05/25 00:00:00",8,"Mixte","Transport","Moi et d'autres","Individual","Oui","Autre","1","Non","Non",24,2
"NE1021X053542X1","SMP","2022/07/19 00:00:00","2022/08/17 00:00:00","Terrain/bureau OIM","High","Low","No","Pire","N/A (retour non volontaire)","Très satisfait","Burkina Faso","Algerie","Masculin","14-35",1,"Non","Business/management","2022/03/28 00:00:00","2022/04/02 00:00:00",12,"En nature","Elevage","Moi uniquement","Individual","Oui","Non","0","Non","Oui",120,5
"EUTFGIN23124","SMP","2022/07/19 00:00:00","2022/06/10 00:00:00","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","14-35",0,"Non","Business/management","2022/05/23 00:00:00","2022/05/25 00:00:00",6,"Mixte","Transport","Moi et d'autres","Individual","Oui","Autre","1+","Non","Oui",39,2
"1903","SMP","2022/07/19 00:00:00",NA,"Par téléphone","High","High","No","Mieux","Oui","Très satisfait","Guinée","Lybie","Masculin","14-35",3,"Non","None",NA,NA,144,"En espèces","Commerce","Moi uniquement","Unknown","Non","Non","0","Non","Oui",120,0
"CH5021X012634","SMP","2022/07/19 00:00:00","2022/05/27 00:00:00","Terrain/bureau OIM","High","High","No","Pire","Oui","Satisfait","Guinée","Niger","Masculin","14-35",3,"Non","Other/Unknown","2022/05/23 00:00:00","2022/05/25 00:00:00",6,"Mixte","Transport","Moi uniquement","Individual","Oui","Non","0","Non","Oui",53,2
"EUTFGIN22978","SMP","2022/07/19 00:00:00","2022/05/27 00:00:00","Terrain/bureau OIM","High","High","Yes","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","14-35",6,"Non","Other/Unknown","2022/05/23 00:00:00","2022/05/25 00:00:00",28,"Mixte","Transport","Moi et d'autres","Individual","Oui","Autre","1","Non","Oui",53,2
"21710","SMP","2022/07/19 00:00:00",NA,"Par téléphone","High","High","Yes","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","14-35",0,"Non","None",NA,NA,8,"En espèces","Transport","Moi uniquement","Unknown","Non","Non","0","Non","Oui",120,0
"21691","SMP","2022/07/19 00:00:00",NA,"Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Guinée","Autre","Masculin","14-35",2,"Non","None",NA,NA,4,"En espèces","Transport","Moi uniquement","Unknown","Non","Non","0","Non","Oui",120,0
"LY102080759D4CB7DD","SMP","2022/07/19 00:00:00","2022/04/05 00:00:00","Terrain/bureau OIM","High","Low","No","Pire","Oui","Satisfait","Burkina Faso","Lybie","Masculin","14-35",2,"Non","None",NA,NA,32,"En nature","Elevage","Moi uniquement","Individual","Oui","Non","0","Non","Oui",105,0
"NE1021X051780X1","SMP","2022/07/19 00:00:00","2022/10/19 00:00:00","Terrain/bureau OIM","High","Low","No","Pire","Oui","Satisfait","Burkina Faso","Algerie","Masculin","14-35",0,"Non","Business/management","2022/03/28 00:00:00","2022/04/02 00:00:00",16,"Mixte","Elevage","Moi uniquement","Individual","Oui","Non","0","Non","Oui",120,5
"CH5021X015031","JI","2022/07/19 00:00:00","2022/05/27 00:00:00","Terrain/bureau OIM","High","High","No","Pire","Oui","Satisfait","Guinée","Niger","Masculin","14-35",1,"Non","Other/Unknown","2022/05/23 00:00:00","2022/05/25 00:00:00",8,"Mixte","Transport","Moi uniquement","Individual","Oui","Non","0","Non","Oui",53,2
"NE1020X021397X1","SMP","2022/07/19 00:00:00","2022/05/26 00:00:00","Par téléphone","Low","Low","No","Pire","Non","Très satisfait","Burkina Faso","Niger","Masculin","14-35",2,"Non","None",NA,NA,52,"En espèces","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Non",54,0
"21060","SMP","2022/07/19 00:00:00",NA,"Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","14-35",0,"Non","None",NA,NA,6,"En espèces","Transport","Moi uniquement","Unknown","Non","Non","0","Non","Oui",120,0
"EUTFGIN4588","SMP","2022/07/19 00:00:00","2021/07/06 00:00:00","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","14-35",1,"Non","None",NA,NA,144,"En nature","Transport","Moi uniquement","Individual","Non","Non","0","Non","Oui",378,0
"NE1022X001212","SMP","2022/07/20 00:00:00","2022/04/23 00:00:00","Par téléphone","High","High","No","Ne sait pas","Oui","Satisfait","Autre","Niger","Masculin","14-35",2,"Non","None",NA,NA,4,"En nature","Commerce","Moi uniquement","Individual","Oui","Non","0","Oui","Oui",88,0
"NE1022X001215","SMP","2022/07/20 00:00:00","2022/04/23 00:00:00","Par téléphone","Low","Low","No","Ne sait pas","Oui","Très satisfait","Autre","Niger","Masculin","14-35",2,"Non","None",NA,NA,4,"En nature","Commerce","Moi uniquement","Individual","Oui","Non","0","Oui","Oui",88,0
"EUTFGIN13339","SMP","2022/07/20 00:00:00","2021/04/30 00:00:00","Par téléphone","Low","High","Yes","Pire","Non","Très satisfait","Guinée","Niger","Masculin","14-35",4,"Non","None",NA,NA,60,"En nature","Autre","Moi uniquement","Individual","Non","Non","0","Non","Oui",446,0
"20680","SMP","2022/07/20 00:00:00",NA,"Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Lybie","Masculin","36+",2,"Non","None",NA,NA,12,"En espèces","Commerce","Moi et d'autres","Unknown","Non","Non","0","Non","Oui",120,0
"22396","SMP","2022/07/20 00:00:00",NA,"Par téléphone","High","Low","No","Pire","Oui","Satisfait","Guinée","Niger","Masculin","14-35",3,"Non","None",NA,NA,24,"En nature","Commerce","Moi uniquement","Unknown","Non","Autre","1+","Non","Oui",120,0
"EUTFGIN14557","SMP","2022/07/20 00:00:00","2021/03/31 00:00:00","Par téléphone","Low","High","No","Pire","Oui","Satisfait","Guinée","Algerie","Masculin","14-35",2,"Non","None",NA,NA,24,"En nature","Transport","Moi uniquement","Individual","Non","Non","0","Non","Non",476,0
"NE1021X053545X1","JI","2022/07/19 00:00:00","2022/08/18 00:00:00","Terrain/bureau OIM","High","Low","No","Identique","N/A (retour non volontaire)","Très satisfait","Burkina Faso","Algerie","Masculin","14-35",2,"Non","Business/management","2022/03/28 00:00:00","2022/04/02 00:00:00",12,"Mixte","Elevage","Moi uniquement","Individual","Oui","Non","0","Non","Oui",120,5
"EUTFGIN25315","JI","2022/07/20 00:00:00","2022/07/20 00:00:00","Par téléphone","Low","Low","No","Pire","Oui","Satisfait","Guinée","Niger","Masculin","14-35",3,"Non","None",NA,NA,24,"Mixte","Commerce","Moi et d'autres","Individual","Non","Autre","1","Non","Oui",0,0
"6381","SMP","2022/07/20 00:00:00",NA,"Par téléphone","Low","Low","No","Mieux","Oui","Satisfait","Guinée","Niger","Masculin","14-35",0,"Non","None",NA,NA,84,"En nature","Elevage","Moi et d'autres","Unknown","Oui","Autre","1+","Oui","Oui",120,0
"NE1021X053539X1","SMP","2022/07/20 00:00:00","2022/11/18 00:00:00","Terrain/bureau OIM","High","Low","No","Pire","Oui","Très satisfait","Burkina Faso","Algerie","Masculin","14-35",0,"Non","Other/Unknown","2022/10/25 00:00:00","2022/10/30 00:00:00",12,"En espèces","Elevage","Moi uniquement","Individual","Non","Non","0","Non","Oui",120,5
"EUTFGIN25958","SMP","2022/07/20 00:00:00","2022/06/21 00:00:00","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","14-35",0,"Non","Business/management","2022/05/23 00:00:00","2022/05/25 00:00:00",12,"Mixte","Transport","Moi uniquement","Individual","Oui","Non","0","Non","Oui",29,2
"NE1021X050481X1","SMP","2022/07/20 00:00:00","2022/10/19 00:00:00","Terrain/bureau OIM","Low","Low","No","Pire","N/A (retour non volontaire)","Satisfait","Burkina Faso","Algerie","Masculin","14-35",1,"Non","Business/management","2022/03/28 00:00:00","2022/04/02 00:00:00",16,"Mixte","Elevage","Moi uniquement","Individual","Oui","Non","0","Non","Oui",120,5
"NE1022X000011","SMP","2022/07/20 00:00:00","2022/04/29 00:00:00","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Autre","Niger","Féminin","36+",1,"Oui","Business/management","2022/02/01 00:00:00","2022/02/04 00:00:00",6,"En nature","Commerce","Moi uniquement","Individual","Oui","Non","0","Non","Non",82,3
"6691","JI","2022/07/20 00:00:00",NA,"Par téléphone","Low","High","No","Pire","Partiellement","Très satisfait","Guinée","Algerie","Masculin","14-35",1,"Non","None",NA,NA,144,"En espèces","Transport","Moi uniquement","Unknown","Non","Non","0","Non","Oui",120,0
"23033","SMP","2022/07/20 00:00:00",NA,"Par téléphone","High","Low","No","Pire","Oui","Satisfait","Guinée","Algerie","Féminin","14-35",1,"Oui","None",NA,NA,8,"Mixte","Commerce","Moi uniquement","Unknown","Non","Non","0","Oui","Oui",120,0
"24547","JI","2022/07/20 00:00:00",NA,"Par téléphone","High","High","No","Mieux","Oui","Satisfait","Guinée","Niger","Masculin","14-35",1,"Non","None",NA,NA,24,"En nature","Commerce","Moi uniquement","Unknown","Non","Non","0","Non","Oui",120,0
"26210","SMP","2022/07/20 00:00:00",NA,"Par téléphone","Low","Low","Yes","Ne sait pas","Partiellement","Très satisfait","Guinée","Niger","Masculin","14-35",0,"Non","None",NA,NA,4,"En espèces","Commerce","Moi et d'autres","Unknown","Non","Autre","1+","Non","Oui",120,0
"DZ10210D3509A98056","SMP","2022/07/20 00:00:00","2022/06/08 00:00:00","Terrain/bureau OIM","High","Low","No","Pire","Oui","Très satisfait","Burkina Faso","Algerie","Masculin","14-35",3,"Non","None",NA,NA,36,"En espèces","Elevage","Moi uniquement","Individual","Non","Non","0","Non","Oui",42,0
"1132","SMP","2022/07/20 00:00:00",NA,"Par téléphone","High","High","No","Ne sait pas","Oui","Très satisfait","Guinée","Lybie","Masculin","14-35",2,"Non","None",NA,NA,123,"En nature","Autre","Moi uniquement","Unknown","Oui","Autre","1+","Oui","Oui",120,0
"20751","SMP","2022/07/20 00:00:00",NA,"Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","14-35",0,"Non","None",NA,NA,12,"En espèces","Commerce","Moi et d'autres","Unknown","Non","Non","0","Non","Oui",120,0
"EUTFGIN26873","JI","2022/07/20 00:00:00","2022/07/20 00:00:00","Terrain/bureau OIM","High","Low","No","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","14-35",0,"Non","None",NA,NA,4,"En nature","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",0,0
"LY10213D8F0130B8EC","JI","2022/07/20 00:00:00","2022/08/19 00:00:00","Terrain/bureau OIM","High","Low","No","Identique","Non","Satisfait","Burkina Faso","Lybie","Masculin","14-35",0,"Non","Other/Unknown","2022/09/13 00:00:00","2022/09/15 00:00:00",20,"En espèces","Elevage","Moi uniquement","Individual","Non","Non","0","Non","Non",120,2
"NE1022X002652","JI","2022/07/20 00:00:00","2022/06/26 00:00:00","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Autre","Algerie","Masculin","14-35",1,"Oui","Business/management","2022/04/10 00:00:00","2022/04/14 00:00:00",12,"En nature","Commerce","Moi uniquement","Individual","Oui","Non","0","Oui","Oui",24,4
"23273","SMP","2022/07/20 00:00:00",NA,"Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","14-35",0,"Non","None",NA,NA,12,"Mixte","Commerce","Moi uniquement","Unknown","Non","Non","0","Non","Oui",120,0
"25864","SMP","2022/07/20 00:00:00",NA,"Par téléphone","High","Low","No","Pire","Oui","Satisfait","Guinée","Niger","Masculin","14-35",1,"Non","None",NA,NA,10,"Mixte","Transport","Moi uniquement","Unknown","Non","Non","0","Non","Oui",120,0
"CH1022X003935","SMP","2022/07/20 00:00:00","2022/06/21 00:00:00","Terrain/bureau OIM","High","High","No","Pire","Oui","Satisfait","Guinée","Niger","Masculin","14-35",2,"Non","Business/management","2022/05/23 00:00:00","2022/05/25 00:00:00",8,"Mixte","Transport","Moi uniquement","Individual","Oui","Non","0","Non","Oui",29,2
"NE1020C85BDCF94169","SMP","2022/07/20 00:00:00","2022/07/07 00:00:00","Par téléphone","Low","Low","No","Identique","Oui","Satisfait","Burkina Faso","Niger","Masculin","14-35",0,"Non","None",NA,NA,78,"En espèces","Elevage","Moi uniquement","Individual","Oui","Non","0","Non","Oui",13,0
"24952","SMP","2022/07/20 00:00:00",NA,"Par téléphone","High","Low","No","Identique","Oui","Satisfait","Guinée","Niger","Masculin","14-35",1,"Non","None",NA,NA,5,"En nature","Agriculture/aviculture","Moi uniquement","Unknown","Non","Non","0","Non","Oui",120,0
"EUTFGIN23788","SMP","2022/07/20 00:00:00","2021/11/30 00:00:00","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","14-35",1,"Non","None",NA,NA,4,"En espèces","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",232,0
"DZ1021005175","SMP","2022/07/20 00:00:00","2022/06/10 00:00:00","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","14-35",1,"Non","Business/management","2022/05/23 00:00:00","2022/05/25 00:00:00",8,"Mixte","Transport","Moi et d'autres","Individual","Oui","Autre","1","Non","Oui",40,2
"EUTF24730","JI","2022/07/20 00:00:00",NA,"Par téléphone","High","Low","No","Pire","Oui","Satisfait","Guinée","Lybie","Masculin","14-35",2,"Non","None",NA,NA,17,"Mixte","Transport","Moi uniquement","Unknown","Non","Non","0","Non","Oui",120,0
"EUTFGIN24735","SMP","2022/07/20 00:00:00","2022/03/23 00:00:00","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Autre","Féminin","14-35",2,"Non","None",NA,NA,12,"Mixte","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",119,0
"24737","JI","2022/07/20 00:00:00",NA,"Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Guinée","Autre","Féminin","14-35",11,"Non","None",NA,NA,12,"Mixte","Commerce","Moi uniquement","Unknown","Non","Non","0","Non","Oui",120,0
"3736","SMP","2022/07/21 00:00:00",NA,"Par téléphone","High","High","No","Mieux","Oui","Satisfait","Guinée","Lybie","Féminin","14-35",0,"Non","None",NA,NA,134,"En nature","Commerce","Moi uniquement","Unknown","Non","Autre","1+","Oui","Oui",120,0
"EUTFGIN27212","SMP","2022/07/20 00:00:00","2022/07/20 00:00:00","Par téléphone","High","Low","Yes","Pire","Oui","Satisfait","Guinée","Maroc","Masculin","14-35",3,"Non","None",NA,NA,2,"En nature","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",0,0
"LY102103A11BB582B3","SMP","2022/07/20 00:00:00","2022/10/19 00:00:00","Terrain/bureau OIM","High","Low","No","Pire","Oui","Satisfait","Burkina Faso","Lybie","Masculin","14-35",3,"Non","Business/management","2022/03/28 00:00:00","2022/04/02 00:00:00",16,"Mixte","Elevage","Moi uniquement","Individual","Oui","Non","0","Non","Oui",120,5
"LY1021C032BEABACF7","SMP","2022/07/21 00:00:00","2022/08/18 00:00:00","Terrain/bureau OIM","High","Low","No","Pire","Oui","Satisfait","Burkina Faso","Lybie","Masculin","36+",0,"Non","Business/management","2022/03/28 00:00:00","2022/04/02 00:00:00",16,"Mixte","Elevage","Moi uniquement","Individual","Oui","Non","0","Non","Oui",120,5
"EUTFGIN17001","SMP","2022/07/21 00:00:00","2021/03/31 00:00:00","Par téléphone","Low","Low","No","Pire","Non","Satisfait","Guinée","Niger","Masculin","14-35",1,"Non","None",NA,NA,32,"En nature","Transport","Moi et d'autres","Individual","Non","Autre","1+","Non","Non",477,0
"CH5021X014977","SMP","2022/07/21 00:00:00","2022/06/14 00:00:00","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","14-35",0,"Non","Business/management","2022/06/08 00:00:00","2022/06/14 00:00:00",20,"En nature","Transport","Moi uniquement","Individual","Oui","Non","0","Non","Non",37,6
"24164","SMP","2022/07/21 00:00:00",NA,"Par téléphone","Low","Low","No","Pire","Non","Satisfait","Guinée","Autre","Masculin","14-35",3,"Non","None",NA,NA,16,"Mixte","Commerce","Moi uniquement","Unknown","Non","Non","0","Non","Oui",120,0
"22666","JI","2022/07/21 00:00:00",NA,"Par téléphone","Low","Low","No","Ne sait pas","Non","Satisfait","Guinée","Niger","Féminin","14-35",1,"Non","None",NA,NA,8,"En espèces","Commerce","Moi uniquement","Unknown","Non","Non","0","Non","Oui",120,0
"EUTFGIN2479","SMP","2022/07/21 00:00:00","2021/04/30 00:00:00","Par téléphone","High","Low","No","Pire","Oui","Satisfait","Guinée","Lybie","Masculin","14-35",2,"Non","None",NA,NA,24,"En nature","Elevage","Moi uniquement","Individual","Oui","Autre","1+","Non","Oui",447,0
"NE1021X050486X1","SMP","2022/07/21 00:00:00","2022/10/19 00:00:00","Terrain/bureau OIM","High","Low","No","Pire","N/A (retour non volontaire)","Satisfait","Burkina Faso","Algerie","Masculin","14-35",0,"Non","Business/management","2022/03/28 00:00:00","2022/04/02 00:00:00",16,"Mixte","Elevage","Moi uniquement","Individual","Oui","Non","0","Non","Non",120,5
"CH5021X014966","SMP","2022/07/21 00:00:00","2022/05/11 00:00:00","Par téléphone","High","High","Yes","Pire","Non","Satisfait","Guinée","Algerie","Masculin","14-35",3,"Non","None",NA,NA,32,"En nature","Transport","Moi uniquement","Individual","Oui","Non","0","Non","Non",71,0
"25840","SMP","2022/07/21 00:00:00",NA,"Par téléphone","Low","Low","No","Pire","Non","Satisfait","Guinée","Niger","Masculin","14-35",2,"Non","None",NA,NA,12,"Mixte","Transport","Moi uniquement","Unknown","Non","Non","0","Non","Oui",120,0
"23485","SMP","2022/07/21 00:00:00",NA,"Par téléphone","High","High","No","Pire","Oui","Satisfait","Guinée","Algerie","Masculin","14-35",2,"Non","None",NA,NA,12,"Mixte","Commerce","Moi et d'autres","Unknown","Non","Autre","1+","Non","Oui",120,0
"EUTF25756","SMP","2022/07/21 00:00:00",NA,"Par téléphone","High","Low","No","Pire","Oui","Satisfait","Guinée","Niger","Masculin","14-35",1,"Non","None",NA,NA,12,"Mixte","Transport","Moi uniquement","Unknown","Non","Non","0","Non","Oui",120,0
"LY102187A257B6ACAE","SMP","2022/07/21 00:00:00","2022/10/19 00:00:00","Terrain/bureau OIM","High","Low","No","Pire","N/A (retour non volontaire)","Satisfait","Burkina Faso","Lybie","Masculin","14-35",2,"Non","Business/management","2022/03/28 00:00:00","2022/04/02 00:00:00",16,"Mixte","Elevage","Moi uniquement","Individual","Oui","Non","0","Non","Oui",120,5
"NE1019X070850","SMP","2022/07/21 00:00:00","2021/11/26 00:00:00","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","14-35",4,"Non","None",NA,NA,16,"En espèces","Autre","Moi et d'autres","Individual","Oui","Autre","1+","Non","Oui",237,0
"8357","SMP","2022/07/21 00:00:00",NA,"Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","14-35",3,"Non","None",NA,NA,48,"En espèces","Autre","Moi et d'autres","Unknown","Non","Non","0","Non","Oui",120,0
"1873","SMP","2022/07/21 00:00:00",NA,"Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","14-35",1,"Non","None",NA,NA,16,"Mixte","Transport","Moi uniquement","Unknown","Non","Non","0","Non","Oui",120,0
"LY10213DD9398BB71D","SMP","2022/07/21 00:00:00","2022/08/25 00:00:00","Terrain/bureau OIM","High","Low","No","Pire","Non","Satisfait","Burkina Faso","Lybie","Masculin","36+",2,"Non","Business/management","2022/03/28 00:00:00","2022/04/02 00:00:00",16,"Mixte","Elevage","Moi uniquement","Individual","Oui","Non","0","Non","Oui",120,5
"LY1020B74E36A1FCCA","SMP","2022/07/21 00:00:00","2022/11/18 00:00:00","Terrain/bureau OIM","High","Low","No","Identique","Oui","Satisfait","Burkina Faso","Lybie","Masculin","14-35",6,"Non","Business/management","2022/03/28 00:00:00","2022/04/02 00:00:00",16,"Mixte","Elevage","Moi uniquement","Individual","Oui","Autre","0","Non","Oui",120,5
"EUTF24932","SMP","2022/07/21 00:00:00",NA,"Par téléphone","High","Low","No","Pire","Oui","Satisfait","Guinée","Maroc","Masculin","14-35",2,"Non","None",NA,NA,16,"Mixte","Transport","Moi uniquement","Unknown","Non","Non","0","Non","Oui",120,0
"CH5021X012686","SMP","2022/07/21 00:00:00","2022/05/27 00:00:00","Terrain/bureau OIM","High","High","No","Pire","Oui","Satisfait","Guinée","Niger","Masculin","14-35",1,"Non","Other/Unknown","2022/05/23 00:00:00","2022/05/25 00:00:00",8,"Mixte","Transport","Moi et d'autres","Individual","Oui","Autre","1","Non","Oui",55,2
"LY10216DDB41D04CDD","SMP","2022/07/21 00:00:00","2022/08/17 00:00:00","Terrain/bureau OIM","High","Low","No","Pire","Oui","Très satisfait","Burkina Faso","Lybie","Masculin","14-35",6,"Non","Business/management","2022/03/28 00:00:00","2022/04/02 00:00:00",16,"Mixte","Elevage","Moi uniquement","Individual","Oui","Non","0","Non","Oui",120,5
"TN1021003003","SMP","2022/07/21 00:00:00",NA,"Par téléphone","Low","Low","No","Pire","Partiellement","Très satisfait","Guinée","Autre","Masculin","14-35",3,"Non","None",NA,NA,21,"En espèces","Autre","Moi uniquement","Unknown","Oui","Non","0","Non","Oui",120,0
"CH5021X015035","SMP","2022/07/21 00:00:00","2022/03/10 00:00:00","Par téléphone","High","High","No","Pire","Partiellement","Très satisfait","Guinée","Algerie","Masculin","14-35",1,"Non","None",NA,NA,16,"En espèces","Transport","Moi uniquement","Individual","Non","Non","0","Non","Oui",133,0
"SN1021CA591C5E0508","SMP","2022/07/21 00:00:00","2022/03/23 00:00:00","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Burkina Faso","Autre","Féminin","14-35",11,"Non","None",NA,NA,20,"En espèces","Autre","Moi uniquement","Individual","Non","Non","0","Non","Oui",120,0
"NE1021X053537X1","SMP","2022/07/21 00:00:00","2022/06/03 00:00:00","Terrain/bureau OIM","High","High","No","Pire","Oui","Satisfait","Burkina Faso","Niger","Masculin","14-35",0,"Non","Business/management","2022/07/20 00:00:00","2022/07/22 00:00:00",8,"En espèces","Commerce","Moi uniquement","Individual","Oui","Non","0","Non","Oui",48,2
"NE1021X050482X1","JI","2022/07/21 00:00:00","2022/05/07 00:00:00","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Burkina Faso","Niger","Masculin","14-35",1,"Non","Business/management","2022/07/20 00:00:00","2022/07/22 00:00:00",16,"En espèces","Commerce","Moi uniquement","Individual","Oui","Non","0","Non","Oui",75,2
"23156","SMP","2022/07/21 00:00:00",NA,"Par téléphone","High","High","No","Ne sait pas","Partiellement","Satisfait","Guinée","Algerie","Masculin","14-35",3,"Non","None",NA,NA,28,"En nature","Transport","Moi uniquement","Unknown","Non","Non","0","Non","Oui",120,0
"CH1022X000621","SMP","2022/07/22 00:00:00","2022/06/21 00:00:00","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","14-35",0,"Non","None",NA,NA,21,"En nature","Transport","Moi uniquement","Individual","Oui","Non","0","Non","Oui",31,0
"CH5021X015050","SMP","2022/07/21 00:00:00","2022/06/21 00:00:00","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","14-35",1,"Non","None",NA,NA,24,"En nature","Transport","Moi uniquement","Individual","Oui","Non","0","Non","Non",30,0
"NE1021X053538X1","SMP","2022/07/21 00:00:00","2022/08/17 00:00:00","Terrain/bureau OIM","High","Low","No","Pire","N/A (retour non volontaire)","Pas satisfait","Burkina Faso","Algerie","Masculin","14-35",0,"Non","Business/management","2022/03/28 00:00:00","2022/04/02 00:00:00",12,"Mixte","Elevage","Moi uniquement","Individual","Oui","Non","0","Non","Oui",120,5
"EUTFGIN23553","JI","2022/07/22 00:00:00","2021/12/29 00:00:00","Par téléphone","Low","High","No","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","14-35",0,"Non","None",NA,NA,16,"En espèces","Transport","Moi uniquement","Individual","Non","Non","0","Non","Oui",205,0
"EUTFGIN10481","JI","2022/07/22 00:00:00","2021/03/31 00:00:00","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Guinée","Maroc","Masculin","14-35",5,"Non","None",NA,NA,12,"En nature","Transport","Moi uniquement","Individual","Oui","Non","0","Non","Oui",478,0
"23660","JI","2022/07/22 00:00:00",NA,"Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","14-35",3,"Non","None",NA,NA,24,"En nature","Transport","Moi uniquement","Unknown","Oui","Non","0","Non","Oui",120,0
